,Unnamed: 0,id,username,created_at,note,followers_count,following_count,statuses_count
35079,35079,189951,Three_Mojitos_Later,2017-06-09T11:38:44.000Z,american unvaxxed staunch individualist selfaccountable selfdetermined highly logical iq not found on fm radio frequencies values meritocracy values strong english values patriarchal leadership antizionist anticollectivist antivictimhood,108,114,438
68541,68541,4985394,HAMSEISMAILAHMED,2021-04-05T09:45:25.265Z,hi allhere i am about to embark all of you to make with the best affiliate markating hopefully to be thanks all ogf youaffliate marketing lover digitstore24,54,107,9
40388,40388,985898,tagway,2019-02-27T14:15:41.000Z,stopping leaks is a new form of censorship julian assange,201,214,482
928,928,6688229,Monicacrawley,2025-01-25T02:55:45.258Z,im here to receive information and also share information about crypto currency and quantum financial system qfs,56,534,0
17100,17100,5827781,BeneTiberCato,2022-03-07T16:13:09.170Z,i am three in one benedict tiberius cato a priest a centurion and a stoic walk into a bar i worked for 32 years in our houses of war and lies the dod and the nsa i left the us government war machine the last straws were mandates intrusion of my religious beliefs and outright censorship now i am outside the golden tent pissing on it from time to time us army veteran married 27 years father of two adult sons christianhttpsbenetibercatocom,292,467,850
67529,67529,1219531,Sweetmomlife,2019-08-02T02:17:38.890Z,daughter of the king jesus christ wife to my hunka hunka burning love mom to 3 amazing kids that give me the only job i ever wanted sweetmomlife,115,302,10
97643,97643,3406660,hiconsulduarte,2021-01-12T18:26:37.683Z,former naval officer nuclear engineer full time curmudgeon,78,44,2296
23621,23621,164257,Aiz3n,2017-04-21T01:29:01.000Z,propaganda is the executive arm of the invisible governmentedward bernays,2205,2042,17863
75561,75561,6523615,divineangel1283,2023-11-22T20:26:48.036Z,greek orthodox traditionalisteurope is for europeans,5,16,1
57405,57405,6720305,FreedomGirl8,2025-04-29T04:07:36.362Z,i wished we could go back to a time when women embraced their role as wives mothers and homemakers america needs god thank you donald trump,9,25,161
26219,26219,4873972,BigPine,2021-03-14T21:30:33.166Z,we are living for jesus christ our savior and lord and we are american patriots of european descent our people have been hardworking community builders who had good morals faith and the desire to do the right thing always,57,84,181
24584,24584,4210881,Char78613,2021-01-31T03:26:27.443Z,6 generation texan freedom loving patriot that raised freedom loving patriot kids and grand kids dogs are better than most people are today i am happily married so if you are just hitting on females walk away i wont give you my email phone or any other personal info,676,633,2352
67075,67075,769356,Mongo1,2018-09-30T03:51:23.000Z,when our time on earth is done we as americans have been blessed to be part of the greatest country to ever exist we owe a debt of gratitude to our founders our fighters and our heavenly father what a great time to be alive it may look bleak with bidenharris in the whitehouse but it is far from overauthor unkown,305,379,3988
14367,14367,1935226,LeoMysticMagic,2020-11-25T15:43:27.842Z,inspirational life advisor alchemy artist empowering your magical mind s light to ignite harmonizing your heart to a purposeful life devotion to truth wisdom clairvoyance,1326,6985,108
77386,77386,1547546,Rugstorm77,2020-06-21T21:34:56.810Z,conservative in a liberal city it sucks,48,140,128
39793,39793,6672914,skydude0426,2024-12-10T12:27:14.525Z,trumpzilla supporter easy going long hair hippie living the dream,1,3,1150
43952,43952,5897381,JerryJiri,2022-04-16T15:16:40.787Z,19 male europe,1,1,2
64165,64165,6151927,MissCrowks,2022-11-16T17:00:44.499Z,i m easy going and if you wish to know more dm me,20,111,1
13285,13285,6009169,Pilz91,2022-07-27T12:18:54.588Z,militarydoctor dont let them kill your dream lets make america great again,56,981,4
87401,87401,2304478,MichiganAmy,2021-01-09T16:34:11.567Z,salty purebloodfjb,195,277,536
92936,92936,5436518,Nicoleholly,2021-10-08T01:14:49.558Z,when you have strict censorship of the internet young students cannot receive a full education their view of the world is imbalanced there can be no true discussion of the issues ai weiwei,43,21,66
81806,81806,3116474,WontTakeMyVoice,2021-01-11T14:22:49.229Z,i am a christian who loves god my family my country and all animalsmostly catshave 3 i believe all people should have freedom of speech and still believe in the hope that we can disagree and still have intelligent conversations in facti miss real conversations proud 4th generation so floridianoh and prue blood,337,152,999
45025,45025,6661716,Sunlight84254,2024-10-28T02:39:00.520Z,passion for life beauty innovation | stem cell therapy antiaging skin regeneration | partner bhrc | ucla | merging ai wellness biotech aging,4,10,4
69799,69799,3026992,Neilosz,2021-01-11T07:44:41.815Z,freedom libertarian corona facts crypto nft physical art gold investments my body my choice anti authoritarian whole family had corona just a flu immunity,107,191,3816
14615,14615,6337822,Steve_Boer,2023-05-25T13:00:34.250Z,christian southern white nationconfederateflag confederateflag confederateflag,75,117,1888
84203,84203,1949385,DrSuzanne,2020-11-30T05:47:47.286Z,medical doctor and author who hates lies and deception,2285,52,21
73009,73009,5824316,lisa_______steve,2022-03-06T11:35:39.608Z,god first account manager foreign exchange t o ass s +7 e positive influencer,0,38,1
81822,81822,39689,BonHagar,2016-10-21T21:12:45.000Z,give a hoot dont pollute,333,356,7382
91325,91325,1578,be,2016-08-21T17:36:26.000Z,big fan of freedom | la rams | website design dabbler | sports lover | subpar troll | trumpublican | i just want to do my part to make america great again,1634,426,301
55018,55018,3971643,Monami21,2021-01-20T23:49:48.251Z,im a freedomloving christian who currently hails from southwest florida and greatly appreciates our governor here my interests include tennis guitar healthy cooking and organic gardening by trade i am a professional resume writer and i love helping likeminded professionals achieve their career goals reach me at jillpinnacleresumescom or wwwpinnacleresumescom i am happy to be on gab,37,19,427
67479,67479,1737139,I_am_Orlando,2020-10-26T05:18:16.919Z,trump supporte since 2015 american war vet latino,311,801,11
44346,44346,2631911,Redbull013,2021-01-10T10:41:13.116Z,american patriot let freedom ringif we dont have a trustworthy vote our nation is donerural dweller retired nurse wife mum grandmum dog lover enjoy yardwork walks someone elses cooking occasional travel 11023 rip mr bub you beautiful boy xo md32324 aries you dear foster dog you captured our hearts thank you for sharing what remained of your life with us xo,337,453,1616
70492,70492,4020729,flacson,2021-01-22T10:34:34.454Z,our hearts are restless until they find rest in thee st augustinecatholic | prolife | mom of teenage boys,1,15,0
