,Unnamed: 0,id,username,created_at,note,followers_count,following_count,statuses_count
38874,38874,344701,Challagar,2017-12-18T14:17:08.000Z,expose the lies and corruption of the vocal minority bring back the love of truth maga,621,865,451
12312,12312,787890,Psrs1,2018-10-08T23:56:47.000Z,sick of msm purposeful lies employed married 2 children time to awaken the many that are sleeping,2185,4421,7917
36085,36085,1728843,CaptainKK,2020-10-25T15:59:39.032Z,take down the ccp,55,82,53
25394,25394,271469,DestinationHell,2017-09-14T12:30:46.000Z,so the jig is up for torba im out as much as i hate to admit it ill occasionally be on twatter same good luck its been amusing,675,715,13135
53577,53577,5435405,JohnRWinners,2021-10-07T19:45:50.154Z,christian conservative republican,3,16,4
11235,11235,6136388,GaraviGujarat,2022-11-03T10:10:30.477Z,garavi gujarat newspaper is your news entertainment music fashion website we provide you with the latest breaking news and videos straight from the entertainment industrygaravi gujarat is one britain s oldest and biggest newspaper website for asian community in the uk usa we provide the latest breaking news and videos straight from the entertainment industry,14,49,366
20651,20651,6316425,Benzley_the_Great,2023-05-04T03:16:50.679Z,just a silly goof who keeps noticing things through pattern recognition,4,59,9
11142,11142,5480479,Markr73,2021-10-24T10:59:31.815Z,im just me i dont judge anyone i live by my own personal values,95,114,457
54622,54622,312863,GoIllini,2017-11-21T10:38:02.000Z,stopping leaks is a new form of censorship julian assange,0,146,4424
79760,79760,6575308,HamsterTheory,2024-02-09T19:09:39.221Z,this gab account is dedicated to the american man and his cultural and economic battle against the cultural hoeflation that exists in america today men the modern woman wishes to put you into her hamster cage for her enjoyment making you run that hamster wheel for her pleasure it s time to start saying no to being hamsters in the wheel and being savvy investors with the economics of hoeflation we don t want keynesian hoeflation on these streets professor hambone alcicada,22,42,618
80502,80502,478492,Paulie_Vanish,2018-04-04T23:02:13.000Z,libertarianmedpractitioner and health informatics miner biohacker godfearing scienceally occupational infield access topology biomedic endoradiologist biomechanics gene replacement therapy advocate leave medical workers in peace please pc master racegabs quotewhen you have strict censorship of the internet young students cannot receive a full education their view of the world is imbalanced there can be no true discussion of the issues ai weiwei,206,108,4603
76795,76795,3946845,UlsterScotNigga,2021-01-20T13:51:50.197Z,catholic america first,28,136,113
29960,29960,170843,Papillon_Life,2017-05-11T23:01:31.000Z,homeschool mom raising my sons to save the west,3227,3669,15046
34181,34181,3357601,Fyrfytrfred,2021-01-12T14:16:09.217Z,god bless america disclaimer posts likes and comments are in jest only donald j trump 2024maga,1404,1490,5968
36153,36153,1530758,Z5O,2020-06-07T17:27:35.702Z,x military see eye say ayepatriots rise pirates surprisejust trying to do the white thing dont make fun of my textual lispnicecrewno king but christ jesus,650,305,12901
9019,9019,2170102,KnowsGrows,2021-01-09T02:46:27.527Z,christian constitutionloving american twitterrefugee permanenttwitmo for sharingtruthtruthseeker~liebuster~constitutiondefender abe 1a 2anoviolencelegaleaglefreedom justice liberty for allalllivesmatter god bless police military familiesunitedwestand stand for the flag of all races kneel for jesusnote all posts likes and comments are for entertainment purpose only posts are not meant for legal or medical advice no post is a call to action,1254,1176,4960
55242,55242,850901,Gorehound,2018-11-05T17:04:17.000Z,uper mega magabeen here for awhile i have seen stuff come and go im not a boomeryou can believe this gab is a simulation shitpoasting is real fuct fucting fuctard fucter you know what i meanand all forms of fuct,307,282,4919
506,506,808890,roadrot,2018-10-18T11:15:02.000Z,our entire way of life andeverything we love is at stake maga america first,5184,9119,39603
25809,25809,3528487,Jonathan1476,2021-01-13T15:19:32.766Z,trump is not just the only hope for the us he is for us in gb too i am ex military hate woke lefty s and our government are nearly 100 deep state especially matt hancock priti patel abs boris johnson,6,34,24
68077,68077,5141127,83Patriot,2021-05-28T05:29:16.909Z,short sweet and to the pointproud patriot proud mama bearfor god and countrymaga wwg1wga kag trumpwonsave our children operationundergroundrailroad,305,415,9505
72965,72965,6084752,Satcymorgan,2022-09-18T17:36:58.121Z,hi want to have some nice time out here working in a coffee shop and if i can see some nice office for a work and i have kid and am a single mom,4,27,4
80642,80642,6443902,GUNNAR1911,2023-09-06T17:50:19.405Z,god family freedom,4,11,56
75974,75974,2290613,Patriottexasgirl,2021-01-09T15:47:17.142Z,americaloving small business owner christian maga all the way,42,135,31
60458,60458,2443146,Larrylynkc,2021-01-10T02:13:35.813Z,jesus is my lord and savior patriot q follower,960,329,26045
47833,47833,321876,Inthethickofit,2017-11-24T01:14:32.000Z,usaf vet constitutionalist christian conservative 1a2a 17 maga supporter flourishing in spite of parkinsons and the reasons my comments might be brief but hopefully succinct,503,498,4885
68902,68902,2731577,RealDanTheman,2021-01-10T15:49:44.712Z,liberalismisamentaldisorderimpeach fortysix,470,144,6859
70525,70525,3585277,ALSweettea,2021-01-14T01:52:36.830Z,grateful christian mother grandmother southern writer and country girl who loves good tea camping long trail walks with my dog reading and writing oh and trucks and guns in all my years ive learned that gratitude solves a multitude of difficulties and that life is found in walking in love celiac campergirl lovemydog,141,111,1351
54986,54986,4005710,Patriotpartyfounder,2021-01-21T22:36:18.273Z,christian husband father serial entrepreneur and lover of liberty and freedom love people of all types and backgrounds believe in true equality under god huge lover of dogs as we have 6 best friend is my wiener dog named frank prolife libertarian who leans to the right,163,154,648
6648,6648,6515434,Sureshpaul,2023-11-15T10:18:10.301Z,gospel minister evangelist church planter for me to live is christ and to die is gain phil 121,157,1072,11
93991,93991,2235968,ChrysThunder,2021-01-09T12:01:20.876Z,a doubt about an image use httpstineyecomand httpsfotoforensicscoma translation use httpswwwdeeplcom,1593,124,20763
49807,49807,429339,Ladida,2018-03-03T11:14:37.000Z,love everyone but never sell your rifle jesus is king homeschool mom raising arrows,753,276,3821
71452,71452,368297,PalomaProd,2017-12-26T22:16:46.000Z,i might disagree with your opinion but im willing to give my life for your right to express it voltaire,1205,1160,2879
43142,43142,221777,ArgentTemplar,2017-08-17T20:55:22.000Z,the official gab page of argent check out my youtube channelhttpswwwyoutubecomchanneluc0uwcubvpihgsjai2rn1buqviewas=subscriber,231,212,77
80583,80583,335996,ninarcyoung,2017-12-12T20:04:48.000Z,jesus lover portrait painter magamercy triumphs over judgement,315,325,7274
36691,36691,6674053,DYSTOTOKEN,2024-12-15T12:31:20.262Z,httpstherecordlibraryblogspotcom202503welcometorecordlibraryhtml,0,7,57
51511,51511,134425,NewRightNetwork,2017-01-25T21:53:22.000Z,home of the new right movement repost = endorsementwe mentor conservative creators,5594,322,35977
9563,9563,6319100,Jessroweee,2023-05-06T20:12:16.128Z,account manager at coinbase || a god fearing woman,89,422,5
3919,3919,1974127,Sometimeswiseguy,2020-12-09T03:24:40.693Z,in todays world we must have a sense of humor because a lot of people in society today have lost theirs donald trump is my presidentvaccine free is the way for me,706,751,12510
62084,62084,3152656,Specks92,2021-01-11T16:17:59.662Z,patriotic woman who s eyes are wide open trusting a plan that i have not actually seen but the feelings that it is right are undeniable wwg1wgaww,321,447,3372
97470,97470,102890,Lomax0506,2016-12-06T21:59:52.000Z,the further a society drifts from the truth the more it will hate those that speak it george orwell,311,151,3656
60926,60926,5143724,Reality_Check61,2021-05-30T00:52:50.437Z,skeptical snarky independent thinker demanding truth not retrumplicunt liestrumpisafailure inconvenienttruth,28,34,1295
68332,68332,5344930,D4RK_KNIGHT,2021-09-06T03:17:05.672Z,never give up never falter never surrender the life as an american warrior i am that american warrior i am a conservative through and through i will not back down i will not comply with the fake resident idiot i am a united states american fighting for our freedom as citizens of the usa patriot maga kag americanconservativesovertyranny christianconservative 2a theholybibleisstilltheanswertoamericasproblems,55,112,239
100062,100062,1081602,svet_the_saiyan,2019-04-16T12:22:04.000Z,chill lad whose main interests include gaming footy and programming and memescoyg,36,131,363
98707,98707,382433,Krista65,2018-01-12T12:32:28.000Z,if liberty means anything at all it means the right to tell people what they do not want to hear george orwell,6,4,1
38958,38958,3785585,HerrVonBoedefeld,2021-01-16T16:54:54.801Z,it is no measure of health to be well adjusted to a profoundly sick societysupport or buy me a coffee181vrd7myb3tjxxmlcq142mvjtuuf8u8pz,54,32,998
42118,42118,288786,dtinsley333,2017-10-15T16:57:22.000Z,interested in software development rural living and really outspoken about the outsourcing of american jobs,251,385,467
8989,8989,1335300,marybrown606,2019-12-13T11:34:43.333Z,i believe in god only i spell it nature,2102,3215,270
12828,12828,6664578,vaconov769,2024-11-07T10:45:34.345Z,buybacklinkservicewe offer backlink service for your website in this way you will have more visitors and more customers your website ranking will be improvedweb goodbacklinkcomgo httpsisgdyq98z2,1,199,0
89558,89558,2293359,GoMomGo3,2021-01-09T15:58:06.155Z,wife mom gop chairwoman political nerd,31,43,65
27380,27380,6209583,BeckFromThaSipp,2023-01-16T20:55:18.607Z,i am the light i am the lovei am the truth i ambe the light never foldstay bright,564,578,14805
