,Unnamed: 0,id,username,created_at,note,followers_count,following_count,statuses_count
55616,55616,6671192,Donnawoods,2024-12-03T09:01:48.170Z,i like reading news cooking watching movies camping traveling and fishing,3,15,1
87709,87709,6700717,FloridaBlackshirts,2025-03-05T17:45:44.203Z,your friendly neighborhood fascists,6,2,12
6529,6529,1935552,noncuriousobserver,2020-11-25T18:07:16.851Z,christian greek philosopher physicist we live in apocalytic times christianity is the road of truth but modernism has indoctrinated us to materialism so we understand ourselves as pieces of matter and we are ready to accept all forms of totalitarian ideologies in which we are no more than cogs and wheels in a mechanical system bolshevism postmodernism feminism transgenderism baphomet marriages globalism critical theory et cetera et cetera,907,1047,32762
53921,53921,2831350,rememberpoppy,2021-01-10T20:29:03.731Z,patriot 5 yr usn veteran maga kag believe in constitution,874,1116,325
56379,56379,5983273,TheSouthernLife,2022-07-02T20:32:57.659Z,living in free florida,77,44,1206
93343,93343,151990,QuoVadis55,2017-03-11T00:52:42.000Z,cui bono,38,45,78
27110,27110,4620265,Stadiumfixer,2021-02-20T11:28:40.508Z,trump supporter conservative from ribut you are forewarned im very offensive sometimes so beware i dont give a fuck what anyone thinks,384,484,22273
92551,92551,4861288,BendingRealityTV,2021-03-10T19:20:37.819Z,website httpsbendingrealityis,23,0,252
36657,36657,3404685,PatrickBorghese,2021-01-12T18:14:39.521Z,god fearing husband father and grandfather on gab to protect the rights of individuals and save this republic,14,73,21
50469,50469,450532,lilpeepers,2018-03-17T11:07:14.000Z,an attack upon our ability to tell stories is not just censorship it is a crime against our nature as human beings salman rushdie,93,338,19
43688,43688,5683641,jorgab71,2022-01-20T17:39:46.734Z,proud to be white,40,125,111
101132,101132,569695,wheresthesheep,2018-08-07T17:43:29.000Z,dr malcolm t butters is the founder of the national association for the gullible an organization that helps gullible people lead normal lives if you or someone you know would like to learn how to become less gullible send 50 dollars to the naftgs world headquarters in reno nv,96,18,4411
60124,60124,6668173,Destinydarbison,2024-11-20T12:22:14.493Z,christian patriotmaga trump won,1,33,17
59664,59664,1981363,Dogface269,2020-12-10T11:05:13.323Z,patriot father and lover of of gsd,216,232,592
84770,84770,81326,Dlindsay,2016-11-22T23:22:40.000Z,proud and unapologetic christian conservative patriot im from tennessee and love the southern lifestyle,211,153,51
12929,12929,3134878,almendarespark,2021-01-11T15:23:21.694Z,cuban anticomunist maga trump supporter patriot christian,910,1479,781
57366,57366,1577622,Ranger1791,2020-07-14T15:46:47.926Z,state leader texas constitution action network txcansubstack website httpstxcansubstackcomx sonofaragorn,55,127,608
18375,18375,269793,noise44,2017-09-12T12:59:23.000Z,duo testiculi ei sunt et bene pensii once had an underarm nipple allotmentgabtv httpstvgabcomchannelnoise44bitchute httpswwwbitchutecomchanneltuplb5bngk9uflote httpsfloteappnoise44minds httpswwwmindscomnoise44odysee httpsodyseecomnoise447rumble httpsrumblecomusernoise44poast httpspoastnoise44libertylinks httpslibertylinksionoise44,243,483,604
61873,61873,5943777,MorbydGhost,2022-05-24T11:44:27.357Z,tv news is videodrome governments are terrorist organisations freedom is an illusion history has been altered patriotism is a victim choice is nonexistant you are not an individual you are a taxpaying slave to the system,7,13,1468
67979,67979,5944476,ariane_campolim_fx,2022-05-25T00:31:37.691Z,ceo of my life expert miner binary trader entrepreneur 247 online assistant loves traveling dm me on how to start earning,57,241,63
50323,50323,2227896,robinmonotti,2021-01-09T10:43:49.112Z,architect filmmaker songwriter,2794,43,652
91829,91829,1166063,Chevaux237,2019-07-10T18:27:41.244Z,i am a refugee from california,2,7,8
16281,16281,270782,dballi,2017-09-13T15:15:32.000Z,my bathroom scale thinks my pronouns are theythem a journey of a thousand miles begins with a single misstepgood luck saving the world i hope you succeed cause its where i keep most of my stuff,114,243,1045
56769,56769,2362785,GoNavy1,2021-01-09T21:04:39.829Z,navy veteranamerica firstliberals are stupid,312,568,83
52208,52208,4387461,streetwool,2021-02-06T12:34:50.109Z,efastnsiti,707,868,3482
65950,65950,6525798,iptvstore,2023-11-25T12:36:02.301Z,iptv service provide worldwide uk usa based service available for all devices free trailfor subscriptionhttpswamemessage5jpata4mondgo1,8,59,2
77508,77508,1005623,_cncgurujr,2019-03-02T16:41:09.000Z,stopping leaks is a new form of censorship julian assange,51,32,82
64635,64635,2283506,FGM03,2021-01-09T15:18:58.869Z,godfirst blessed usaf veteran mega constitutionalist law and order animal lover i talk to bugs nesaragesara q god is great beer is good people are crazy ifbap,472,602,1065
76951,76951,1093093,patriotmobileusa,2019-05-03T20:54:42.000Z,patriot mobile is americas only conservative christian wireless company we are fully us based and proud to be the number one cellular service in customer care our pledge is that patriot mobile wireless server works seamlessly nationwide as you go about your lives and while you re out and about we are donating a portion of every dollar earned to support organizations fighting for religious freedom 1st and 2nd amendments sanctity of life and the needs of veterans,294,367,35
1135,1135,936806,imaconservative,2018-12-14T19:38:56.000Z,when the power of love overcomes the love of power the world will know peace jimi hendrix,1127,1213,17173
46040,46040,6656340,taknifessharp,2024-10-08T23:17:03.753Z,we are in this beautiful art from 30+ years its like a religion to us we are based in new jersey usa we use best materials shipping worldwide httpswwwetsycomshopnjbladesstore,5,42,24
97154,97154,1423687,Crockett1836,2020-03-24T05:11:00.765Z,land,12,48,148
79661,79661,6220636,CygnusXXX,2023-01-28T06:26:24.997Z,spinning whirlingstill descendinglike a spiral seaunendingsound and furydrowns my heartevery nerveis torn apart ~the master,5,4,576
64209,64209,4044787,Givo,2021-01-23T06:03:11.046Z,reflect on the past consider the present provide the future,64,199,363
36841,36841,5882158,Franciscojr,2022-04-06T15:30:15.224Z,studying health information management,41,64,2
843,843,6704196,Grace_darrel,2025-03-13T02:40:26.613Z,christian i love fast cars and enigmatic memi m pro life and a constitutionalist don t trust either political partyus army i love my family and country,51,464,13
75972,75972,4190000,CatFarmer,2021-01-30T10:24:57.364Z,horse farmer cat rancher chicken and pig wrangler jack of all trades heart on my sleeve pa strong wears shorts at least 6 months a year get off my lawn,49,113,190
59377,59377,2006061,NancyJacques,2020-12-18T02:14:31.437Z,born again christian john 318fellow christians stop the worship of israelthey are talmud loving zionists and are the cause of much of the evil in the world,35,68,704
49812,49812,2243786,Jmp2000,2021-01-09T12:44:49.526Z,conservative trump supporter christian who loves the lord live in the great state of nc but dont support our governor,711,1119,887
9307,9307,76409,Thekingg57,2016-11-21T18:26:59.000Z,god bless president trump and his great family we will make america great and proud again,3403,3783,84831
22147,22147,5993120,TYR29,2022-07-12T13:49:33.854Z,i have no filter and will not complyim a father first and foremost im a husbandpro 2nd amendment back the blueim a certified marine technician and a martial arts instructor lets go brandon,257,570,1354
74696,74696,1440176,soft4home,2020-04-09T11:34:10.708Z,soft4home is your competent successful and personable swiss online software provider we offer you office operating systems game subscriptions and various programs at attractive prices around the clock,8,43,59
48575,48575,3842800,Tazminator,2021-01-17T17:27:06.519Z,god family country retired waterboarding instructor if water is life whats wrong with waterboarding terroristsprolife proisrael2a freedom america concealedcarry molonlabe pewpewlife wethepeople keepamericatactical shallnotbeinfringed draintheswamp neverforgetbenghazi wwg1wga warning i do not play well with communists socialists liberals or jihadists,2412,2491,3251
61405,61405,462692,lwerne,2018-03-24T09:13:52.000Z,censorship is the tool of those who have the need to hide actualities from themselves and from others charles bukowski,12,34,1
38280,38280,6353086,CIGADesign,2023-06-09T15:00:52.302Z,ciga design is the best example of a premium affordable brand and winner of 9 red dot design awards 2 if design awards and 3 german design awards httpbitlycigawatch,77,98,1
52676,52676,6507061,Hilinascott,2023-11-07T08:25:10.686Z,lam a smart strong stubborn patriot and i believe that our government has been infested with communists and we need to expose them we must take back america,38,163,2
96414,96414,208467,GrantWells,2017-08-07T01:02:53.000Z,if liberty means anything at all it means the right to tell people what they do not want to hear george orwell,42,80,2
65189,65189,259116,Helpsnotontheway,2017-09-06T04:39:04.000Z,to every man upon this earth death cometh soon or lateand how can man die betterthan facing fearful odds for the ashes of his fathersand the temples of his gods horatius,420,292,9148
36470,36470,5987902,MichaelNielson,2022-07-07T09:09:11.344Z,resident engineer at michael bakers international and a loving dad to my girl,94,380,139
8897,8897,1692403,dkr002,2020-10-12T20:39:07.446Z,aas criminal justice coastal carolina community collegebs psychology from liberty unversityfrom jacksonville nc retired leo,491,66,5337
