,Unnamed: 0,id,username,created_at,note,followers_count,following_count,statuses_count
84909,84909,29435,NicolePettibone,2016-10-10T21:30:26.000Z,awardwinning author of hatred day i post about books culture and politics two men looked out from their prison bars one saw mud the other saw stars,5904,40,77
16373,16373,755526,creamsnowglider,2018-09-25T00:08:52.000Z,god family country maga common sense follow the money wwg1wga the power of love not the love of power all lives matter deus vult human race theory ifbap,398,673,1011
73733,73733,3971554,HavaCigar,2021-01-20T23:47:48.184Z,no price is too high to pay for the privilege of owning yourself friedrich nietzsche,541,198,35213
97921,97921,1538435,PeterSalemiLive,2020-06-13T19:32:34.237Z,peter salemi political commentator conservative christianif you wish to support this kind of programming click here httpwwwpetersalemicadonatehtm,31,14,48
93667,93667,414795,MaureenSmith1109,2018-02-25T17:27:02.000Z,think for yourselves and let others enjoy the privilege to do so too evelyn beatrice hall,40,25,5
93169,93169,3071392,FAMtastic,2021-01-11T11:48:24.737Z,retired military army and air force veteran hminus former federal air marshal opinions are mine wwg1wga unvaxdglo ria pa tri et fi lio et spiri tui sa ncto,320,191,4810
4518,4518,1546601,RobinaRobinson,2020-06-21T01:22:58.559Z,australian 3 generationsmarriedconservative in my faith by grace through faith and politics proisrael by a biblical worldview,3188,6291,441
81980,81980,2339066,Minihahahahaha,2021-01-09T18:49:24.593Z,truth justice the american waymom to 2 granna to three retired from outside work but not life love the promise that our founders gave us the real american dream is freedom of choiceradiobeaming on twitter,281,310,4148
2226,2226,6628091,Lunah2,2024-07-16T18:51:05.763Z,gods childmother patriot,105,93,429
69385,69385,5777094,deborahsmith20,2022-02-18T16:40:42.713Z,calm person,7,77,25
34409,34409,6090575,Claireallison,2022-09-22T16:28:44.098Z,crypto traderminer yield farming and staking accurate signals nft passive income creator quit 9 5 now multiply your money via your smart phone,43,119,223
66960,66960,2243373,Ptucker3270,2021-01-09T12:42:48.487Z,christ follower first everything else flows from that married to my beautiful soulmate love living free,19,136,213
45907,45907,5234903,detoxingbody,2021-07-25T08:24:31.905Z,best smoothie diet 202110 days smoothie detox burn fat with no cravings no hunger pangsfor more info click the link below httpsiglime10daysmoothiedetox,284,1147,79
10571,10571,364752,CSAFD,2017-12-24T07:54:36.000Z,ex navy 1990sfirefighterparent to an angel child scv confederateflagconstitutional patriot from mississippi that did have a spine as as the last state to have the confederate emblem but was unlawfully changedfuk the govt do not dm me looking for a hookup,2701,1320,61545
60357,60357,5908027,saralola,2022-04-25T03:04:18.386Z,meticore is the 1st world 100 natural solution designed to target low core body temperature a newly discovered clinically proven root cause of slow metabolismburn 510 lbs in the first week with meticoreclaim 50 limited time offer 100 guaranteed risk free httpstinyurlcom47ca54t6,59,228,13
87212,87212,4097160,derErleuchter,2021-01-25T05:12:51.298Z,get active,136,253,1440
95138,95138,849006,davesbit,2018-11-05T12:47:14.000Z,an attack upon our ability to tell stories is not just censorship it is a crime against our nature as human beings salman rushdie,72,87,749
52399,52399,5939077,freedomfirsttv,2022-05-19T23:48:41.129Z,the streaming platform exclusively for american conservative patriots,151,349,1020
63431,63431,71419,dfal182,2016-11-21T04:15:53.000Z,censorship is saying im the one who says the last sentence whatever you say the conclusion is mine ai weiwei michigan district 3 traded one pos amash for another pos peter meijer voteoutallrinos,342,338,4004
20419,20419,6598371,rehannsumner101,2024-03-30T16:02:05.575Z,proud to be an american and god bless america sending love prayers and well wishes to everyone in this beautiful world,15,150,25
22593,22593,1976156,FreedomFighter82ABD,2020-12-09T17:57:12.606Z,america first maga no more bullshit drain the swamp god guns country i d rather die standing and free than live on my knees for a tyrannical government,824,1500,2843
7523,7523,6675850,Yudea666,2024-12-22T11:53:17.066Z,ns httpstwittercomseihaydb,11,23,25
92813,92813,5561744,MyPillowOutletStore,2021-11-30T19:42:25.341Z,the mypillow outlet store has the absolute lowest prices anywhere located in shakopee mn come stock up and savepromos on this page are exclusive to the mypillow outlet store and are not available on mypillowcom,276,0,1
92469,92469,3933531,ThomasBryson,2021-01-20T01:09:44.417Z,i love the truth,12,14,124
8859,8859,1633978,ProWhite666,2020-09-09T01:30:06.675Z,temple of zeushttpswwwtempleofzeusorghttpsancientforumscom,1170,4115,565
3007,3007,102123,ShilohVII,2016-12-04T19:57:43.000Z,god first truthseeker the north country httpswwwyoutubecomwatchv=pu0fwusgjd4repost not = endorsement,1662,782,18733
66447,66447,6184815,saraw014,2022-12-18T16:40:59.106Z,my names sara im 18 and looking to make friends that share my ideals we must secure the existence of our people and a future for white children,45,98,182
9616,9616,6115213,Billy_storms,2022-10-14T14:50:48.326Z,i am a dedicated and passionate man with strong ethnics and personnel skills i have a strong budget background and critical thinking skills,127,361,2
56956,56956,5611044,RyanGraffman,2021-12-20T18:15:06.619Z,you can contact me on hangout ryangraffmangmailcom or text me on or whatsapp 4122302388 i jesus gabbing from philadelphia love and praying for god shed his grace on thee missing my president ing 4 trump i follow back,43,117,7
69578,69578,3378066,TheRevChristobel,2021-01-12T16:08:50.379Z,amazing grace how sweet the sound for the record my profile says therechristobel it does not say anything but that i was a chaplain at nursing homes for 19 years and loved it the title rev is used by my couples that i marry it has stuck i copied it from fb to gab and now cant change it,266,154,3961
1823,1823,5389751,GEOFF420,2021-09-24T02:53:40.883Z,jeffkronk twitter jeffkronk2020 parler 420geoff gettr 420geoff wimkin geoffisfree minds,24,157,208
7062,7062,1729541,GrammaDamma,2020-10-25T16:59:58.281Z,married for 35 years to pappy yokum we have two lovely daughters miss muffet and bopeep and 3 enormous wiener dogs fatnessneverclean fattyfattyboombalatty and rotundone we live in the most liberal city in the most liberal state of the union where we keep our heads down pay our taxes keep our yard looking nice and mind our own business,2,50,14
15329,15329,363892,leeanderson246810,2017-12-23T15:12:54.000Z,when you have strict censorship of the internet young students cannot receive a full education their view of the world is imbalanced there can be no true discussion of the issues ai weiwei,12,22,46
100859,100859,1545710,SoWhat121,2020-06-20T12:14:11.787Z,christ is our worlds superhero the vaccine they want to give you will alter your dna no longer making you a creation of gods those who have ears let him hear,13,0,371
19281,19281,6688489,Mein_Bruders_,2025-01-26T02:10:15.221Z,to be enslaved is one thing to remain a slave is another thing entirely frank l desilva14words we must secure the existence of our people and a future for white childrenmust watch videos httpswwwbitchutecomvideomzpejksnjca3httpswwwbitchutecomvideos1npydj7kbeqif you havent read which way western man bywilliam gayley simpson you wont understand im an aryan nationalistwith national socialist brothers and sisters beside me white separation is key,108,100,3385
95749,95749,6444958,SovereignAmmo,2023-09-07T17:42:20.851Z,we are a veteran and womenowned american company committed to championing the future of this great nation through bestinclass ammunition for discerning individuals and law enforcement we are a proudly conservative company with patriotic values our ammunition supplies people with the tools to protect and keep each other safe from harmhttpssovereignammocom,2,5,2
82920,82920,2429694,MelvinFrohike,2021-01-10T01:22:45.740Z,i opened my first gab account back in 1969 after woodstock but before the moon landing then i lost the password welcome to my new account,386,72,11113
10459,10459,3101099,DrewP123,2021-01-11T13:33:42.620Z,pureblood patriot christian girldad bannedfromtwitter prolife to god be all the glory fighting for your freedom even if you are to dumb to notice,5140,8634,526
81670,81670,972745,edzo,2019-01-24T17:53:08.000Z,the only valid censorship of ideas is the right of people not to listen power stewart,16,6,305
61394,61394,428276,NoGutz,2018-03-02T22:29:41.000Z,jesus christ is my herochristian conservative and constitutionalist to a 19yearold daughter in heaven my other hero and one remaining son still on this earth have you ever heard of chronic intestinal pseudoobstruction cip its a death sentence,510,649,1844
56402,56402,6414438,whiterose101,2023-08-08T19:11:47.639Z,digital marketr from ny,3,16,33
89821,89821,966189,Bitcoinbella,2019-01-18T01:29:54.000Z,censorship is telling a man he cant have a steak just because a baby cant chew it mark twain,973,23,18
3140,3140,5777817,NatalieElvy,2022-02-18T23:10:32.322Z,life is good if president trump stand with america,844,2015,525
12179,12179,3201424,ErinML,2021-01-11T19:00:01.040Z,happily married catholic american mom of 2 pro 2a america first always,837,1214,4100
75710,75710,48751,Barbzing,2016-11-07T04:58:19.000Z,all censorships exist to prevent anyone from challenging current conceptions and existing institutions george bernard shaw,87,237,2
100392,100392,44215,LewisWade,2016-10-31T12:48:08.000Z,nrx keeping an eye on indiana for the altright so you dont have to dreadilk,74,25,0
71324,71324,6162469,Rosesha406,2022-11-26T18:00:46.618Z,i m new here seeking for serious man i m gentle and easy going i don t have time for game i live in los angles califonia usa,0,70,1
59112,59112,112828,bastardsysop,2016-12-08T20:59:55.000Z,old bastard sysop i make things run virtualization cloud services lxc+centos7+digtalocean rocksthe problem is binary decisions in an analog world methe tree of liberty must be refreshed from time to time with the blood of patriots and tyrants jefferson,182,174,772
71143,71143,5989116,Elena101,2022-07-08T10:14:59.854Z,filling happy,31,196,22
80407,80407,2416003,ddevolk,2021-01-10T00:25:59.896Z,i am a wake and ready to be the change,430,346,4166
72313,72313,357676,DiogenesJones,2017-12-20T17:18:34.000Z,if liberty means anything at all it means the right to tell people what they do not want to hear george orwell,14,26,67
73698,73698,6516384,ElizabethPhillips,2023-11-16T09:28:36.647Z,i am a passionate woman navigating life with purpose dedicated to personal and professional growth i embrace challenges with resilience kindness and a spirit of adventure,3,103,0
73992,73992,1895587,ScottBerglund,2020-11-14T21:00:24.712Z,i love to capture the world around me with my camera i am a follower of christ and i support our police and militarygettr scottberglundtelegram scottberglund,19,9,12
93277,93277,3083968,Tony257,2021-01-11T12:38:50.944Z,god fearing husband dad patriot retired leo booted from twitter oathkeeper bikerfortrump maga trump2020 2a wwg1wga supportourtroops supportourveterans backtheblue,293,465,102
35662,35662,6511301,patience2023,2023-11-11T00:57:09.356Z,i m very simple and straightforward girl i like jokes being funny at times i m a good listener very friendly honest loyal and very kind to anyone whether older or younger respect is my priority to move on with life,10,195,0
40799,40799,6399530,Bennie11984629,2023-07-24T19:18:07.141Z,we should never believe everything we hear but only a fool doesn t listen,39,119,4
37282,37282,3598662,NTDNews,2021-01-14T03:47:14.584Z,your independent voice in television news bringing back reliable honest news reportingwebsite httpntdcomnewsletter sign up httpnewsletterntdcomyoutube httpsyoutubecomntdnewssupport us httpsdonorboxorgntdtvwhere to watch ntd httpntdcomtv follow epochtv on other social mediastwitter httpstwittercomepochtvusgettr httpsgettrcomuserepochtvtelegram httpstmeepochtv truth social httpstruthsocialcomepochtv,3176,15,71626
61251,61251,3476719,Bobburd34,2021-01-13T02:47:09.590Z,freedom loving patriot in western south dakota who cant stand big government and that is why i loved trumptrucker since 1992 but riding a desk now pure blood and 2a supportermega maga,72,127,1423
61907,61907,6645371,Amanda210,2024-09-07T16:38:32.863Z,montana + god firstliving my best life w 14 horses + 1 cute pup ranch land property specialisthorses coffee mountains america,5,23,32
5539,5539,1461780,madeupnews,2020-04-27T15:53:58.806Z,just because i made it up doesnt mean it isnt true,669,2976,1676
101344,101344,134464,sleepathon,2017-01-26T01:26:24.000Z,there was times when people would burn books because they didnt like what people were doing michael berryman,129,347,63
12849,12849,6628963,LetFreedomRingForever,2024-07-19T22:54:19.492Z,i love my family i love god and i love my country god bless america and we the people jesus christ is my savior donald j trump is still my president maga good triumphs over evil save our children trump won wwg1wga,3,24,30
28125,28125,3463646,JenBirdsong,2021-01-13T01:08:43.826Z,simplify wwg1wga god wins pray for those corrupted by satan jesus saves,237,369,8037
21807,21807,6257932,Aliciaashle,2023-03-06T06:26:57.275Z,believe in yourself and everything will work outa lover of fun,58,82,24
9393,9393,3774211,ThisMaskIsUseless_org,2021-01-16T12:11:07.651Z,,14115,11434,110
40436,40436,5904877,plutonian31,2022-04-22T09:46:50.643Z,proudly wearing my tin foil hat cannabis and all natural remedies enthusiast i have infused goodies,13,35,120
90545,90545,129496,DeplorableInCanada,2017-01-07T13:41:22.000Z,be who you are and say what you feel because those who mind dont matter and those who matter dont mind bernard m baruch,541,214,2423
46815,46815,6497092,beautysavestheworld,2023-10-28T19:11:32.657Z,the pureblooded are purehearted,39,109,87
52888,52888,1352723,Hirsute,2019-12-31T23:21:25.444Z,we have all of the answers weve had them for centuries~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~gab is not a social network its 1000 social networks in a trenchcoat that itself is actually the front of a secret society chartered to share recibes starchy memes and scripture ~blake talmage~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~our speech is violence their violence is speech~escoffier,1061,208,7368
41058,41058,5897954,Venzh__1,2022-04-17T00:39:58.298Z,single mom from a christian home also a business promoter invest more on crypto and nftslearn how to trade and live your dreams come through,6,11,1
84727,84727,2876882,FreedomWorksOrg,2021-01-10T23:09:52.422Z,freedomworks is one of america s largest grassroots organizations advocating for less government,297,4,3
904,904,6684951,Amelia_5,2025-01-13T09:04:02.859Z,my life my rulesgoodbye my sweet little ozzie bear i would love you foreverhealth is wealth trump supporter,50,266,20
91367,91367,85178,Jflick,2016-11-23T11:59:34.000Z,proud dad patriot christian peacemonger but could be convinced,18,11,2
26565,26565,1029482,Darksavior,2019-03-10T08:23:55.000Z,having a drink while watching the world burn,472,219,690
101162,101162,1880221,tomlaipply,2020-11-13T03:12:54.705Z,lead pastor at foundation churchhost of the tom laipply podcast unashamed unapologetic politically active bible thumper,432,21,1292
56940,56940,6137753,Sharly001,2022-11-04T12:19:34.098Z,separated,8,250,8
53758,53758,1439858,jmyhre,2020-04-09T04:50:50.052Z,licensed professional counselor all in all counseling,3,23,3
55030,55030,5936295,jeffery_brandon_btc_trader,2022-05-17T15:15:34.854Z,p ss c f x t 9098 w r 67 f t o $100 + p $ e w d s,9,93,18
