,Unnamed: 0,id,username,created_at,note,followers_count,following_count,statuses_count
26663,26663,2758727,Lamberglow,2021-01-10T17:17:52.047Z,proud patriot proud american i love god my family my country and my president donald j trump,581,751,54
1138,1138,3899910,EagleoftheSacredHeart,2021-01-19T01:54:55.641Z,im definitely a rightwing extremist ive always been extreme in my views i want all leftist ideologies canceled because leftists be they communists socialists democrats or whatever they call themselves are uncivilized and should be excluded from the body politic i also want all the lukewarm and communist infiltrators within the catholic church expelled they are the servants of satan destroying the church from within suppressthejesuits canceltheleft followthefaithorgetout covidisalie,565,1237,1786
9109,9109,2445910,TexasLarry,2021-01-10T02:25:34.520Z,just an average husband dad papaw and conservative i love and respect america and all it stands for i will defend my god my family and my country until my last breath on this earth hero45 maga kag patriotparty 2a 1a nmp fake46 pedo46 liar46 republicannomore,814,1132,77
5729,5729,551419,BarbC,2018-07-28T15:26:04.000Z,im a realistthe glass is too bignamvetwidow maga kagread the instructionsfollow the directionsthe instructions tell you what to dothe directions tell you how to do it,5708,5658,67841
54958,54958,1841121,Alan292,2020-11-10T13:05:15.857Z,there are 3 sides to every story yoursmine and the truth,34,85,291
698,698,2660604,hazelsmack,2021-01-10T12:31:20.148Z,christian | husband | father | pureblood | americafirst | | meme fanatic,7248,7128,3452
51104,51104,3304553,CrackedGlasss,2021-01-12T06:25:13.907Z,hiim debbiei live in south central indianaparler refuge i believe in god family and the constitution retiredchristianusaf veteran love our president donald j trump maga kaga wwg1wga pro life saveourchildren trumpwon i follow back all patriots,1309,1307,9377
50777,50777,2785285,WateryOcean,2021-01-10T18:29:27.192Z,existing within the watery ocean of love prayers for the planet from dark to light,719,1125,1358
58016,58016,6545598,Karma_Boemerang,2023-12-23T15:24:21.299Z,ontoerekeningsvatbare woordkunstenaarconcedo nulli fq2kick out wef reconquista unidos venceremoshttpmewecomkarmaboemerang,30,100,169
42311,42311,2899435,Jughugger12,2021-01-11T00:23:00.585Z,im a veteran and a happy go lucky type of guy but i hate communist i spent 2 years of my life defending freedom in germany as a 4th armored div tanker i know what the communist can do i seen it,13,29,21
92311,92311,2540330,ProvingFuture,2021-01-10T05:35:57.389Z,humanbehaviour a journey through the looking glassprovingfuture no one else on the planet earth 100 prediction accuracy,14,0,1
26727,26727,62547,starets,2016-11-19T22:51:44.000Z,never mind my pronouns but check out my conjunctionshttpswwwyoutubecomwatchv=4ayjkgz9tkg,353,327,12712
39237,39237,6332169,CarolynTurn56,2023-05-20T09:09:00.452Z,i am an experienced support clerk who excels at adhering to modern office practices and providing superb service to pupils parents teachers and administrators i have outstanding verbal and written communication skills and collect knowledge of physio for lower back pain in ne calgary and write about it i maintain electronic pupil site attendance records submitting more than 200 attendance reports i reproduced educational materials and reports for staff,0,13,1
