,Unnamed: 0,id,username,created_at,note,followers_count,following_count,statuses_count
85834,85834,5318957,WhiteGenocideFiles,2021-08-26T12:24:34.452Z,this is the official and only social media page for the wwwwhitegenocidefilescom website a compendium of screenshots documenting the rising whitegenocide worldwide,165,32,1136
40240,40240,3258758,Ice_Lion,2021-01-12T00:54:17.282Z,christian constitutional patriot veteran of the united states navy proud ass deplorable,1845,1777,26480
44742,44742,3739599,hiwattbob,2021-01-15T18:48:07.102Z,saving my best stuff for last what is the future without a past,30,88,987
54849,54849,2172409,marxntx,2021-01-09T02:58:18.782Z,christian patriotic american texan comanche lover of liberty pro 1a pro 2a follow me,111,198,495
8963,8963,5904011,Susanbradykirby560,2022-04-21T16:37:49.236Z,i m a good christian and i know what i want in life i m in on gab and came for the free speech,10,74,8
30610,30610,5452094,BrigitteSean,2021-10-13T00:26:57.318Z,trader | investor | bitcoin miner professional crypto currency enthusiasts entrepreneur,232,744,57
43654,43654,2597950,Mikeashton,2021-01-10T08:13:10.968Z,patriot fighter for freedom from oppression wherever it rears its ugly headid be a republican if i couldprepper and survivalist and generally anti government bs,707,751,7436
43642,43642,2032400,6801082487,2020-12-28T00:45:26.453Z,8 sisters 2 brothers pro life 2 daughters 1 son trump all the way,593,477,4991
22090,22090,796627,Tigershark,2018-10-13T03:58:45.000Z,prowhite cultural marxism is the most destructive communist ideology ever unleashed on the european people,1104,962,17172
96096,96096,2481441,ShermanRanchGSD,2021-01-10T03:43:02.267Z,freedomfamilygerman shepherds are my passion freedom is the only thingyou cant fake it god grants itwwwshermanranchus,306,271,4655
20424,20424,6590987,allen_jessica_99,2024-03-09T17:01:48.630Z,ask me howinvestor mentor financial markets technical analyst | btc trader changing lives working from trained 2000+ dm for tips,21,104,1
47678,47678,374433,SimonRedBeach,2018-01-04T05:00:33.000Z,censorship is the child of fear and the father of ignorance laurie halse anderson,6,42,0
94069,94069,143392,AxeGrinder77,2017-02-11T08:27:55.000Z,known to cause headaches emotional suffering and involuntary diarrhoea in anything even remotely leftwing white english nationalist no time for wef shills climateloonies leftards or waitrose marxistsbritfam nomorebrotherwars fckthewef whitelivesmatter nationalism novaccinemandates keepcashalive itsoktobewhite noticing themediaisthevirus,626,717,1457
77715,77715,2103228,TexanAlliKat,2021-01-08T00:02:56.203Z,us navy veteran native texan proud trump supporter patriot party christian 2a deplorable americafirst joewillneverbemypresident trumpwon,5080,5160,2786
14341,14341,6721234,DaniG96,2025-05-03T06:02:39.302Z,patriot warrior of truth unvaxxed unbotheredliving proof that jesus loves hot messes i speak fluent sarcasm and god s willfaith family fire memesdon t like it pray harderdms open if you re 6 3 or know how to grill,9,39,7
31444,31444,6107087,AdamCh,2022-10-06T22:12:32.168Z,nobody coming from nobody people,10,20,554
42368,42368,2196315,AJ1480,2021-01-09T05:33:06.073Z,this account is 4 entertainment purposes only,323,317,5035
4303,4303,69576,Samisdat14,2016-11-20T20:27:27.000Z,httpsnotimeforsilencewordpresscomhttpsvimeocomuser181225021httpsodyseecomsamisdat14dview=contenthttpwwwwearswarcomhttpsugetubecomwatchintheshadowofhermesbyju rilina2009mp4yivdptiijbxvosqhtmlhttpswwwrealjewnewscomhttpsfuckthejewscomhttpsodyseecommodernpolitics0httpswwwclemensandblaircomshop,3197,3260,13317
693,693,4066869,Tectalabyss,2021-01-24T01:51:06.364Z,god family country oath keeperi always follow back like minded people may god bless this country,1661,2045,44765
89565,89565,101430,Patriot_Pirate,2016-12-02T14:42:28.000Z,maga 1a 2a supportourvets trump conservative christian lockherupgod bless america and god bless our president on twitter as tbke111 patriot pirate,405,406,380
