,Unnamed: 0,id,username,created_at,note,followers_count,following_count,statuses_count
101457,101457,2586132,GreytFan,2021-01-10T07:30:39.223Z,i love retired racing greyhounds i was greytlover on twitter,894,94,41037
27070,27070,4579377,monkey_shade,2021-02-14T23:26:58.070Z,i am a shade throwing monkey,14,38,42
97915,97915,363436,natsoc,2017-12-23T07:14:17.000Z,what is freedom of expression without the freedom to offend it ceases to exist salman rushdie,194,1,1
51758,51758,2939793,annainsolana,2021-01-11T02:09:50.231Z,after all the hell i have gone through in my life i took accountability and responsibility of myself and my choices made in the past working on boundaries with others,181,159,9597
21244,21244,5434636,luckymomx4,2021-10-07T15:37:51.641Z,military mom x 3 wife of a usnavy veteran pro life 2a christian constitutional conservativebanned from the twit after 16 escaped from nevada to florida in october 2021 magado not pm me looking for love because i will block you in a heartbeat,291,207,408
89366,89366,6610638,TheTechAcademy,2024-05-10T12:46:59.876Z,the tech academy is an awardwinning licensed trade school established in 2014 by jack stanley and erik gross and headquartered in portland oregonwe deliver online and inperson coding boot camps that bring about graduates who are wellrounded entrylevel technology workers we offer classes in virtually every aspect of technology including computer programming data science website development mobile app development game development design cyber security and more,3,4,257
32897,32897,542045,23488,2018-07-16T12:56:59.000Z,family flowers and freedom those the son has set free are free indeed,293,341,3636
41668,41668,1710683,AISEI_QArmyJapanFlynn,2020-10-19T15:57:23.281Z,wwg1wga qarmyjapanflynn q anon qajf httpsbitly3qzjiqfqajf httpstmeqarmyjapanflynn qtmeetuphttpsbitly3exvs8iqajf eri gabsnshttpsgabcomeriqmapjapaneriqmapjapan httpstmeeriandqmapjapanjapan greendargon httpstmejoinchatjtlk2eba7i0zyzcxqajf fm830mhz2230 2300 httpwwwfmucojpindexhtml qajf,1547,1678,31837
73315,73315,2151813,Clairefn,2021-01-09T01:02:43.754Z,saltyarmyamericafirst trumplican,92,173,1523
25842,25842,6192174,MarhtaMiler7191,2022-12-27T15:06:24.357Z,heymy full 18+ content by free on this site > httpsbeaconsaiboredandnaked3,2,82,0
95656,95656,6190391,maryt1980,2022-12-25T11:33:55.505Z,a super model a freethinker,2,4,1
10479,10479,2898837,bonfiredesigns,2021-01-11T00:21:35.559Z,believe in family love america and family my cats and dogs firefighter 20 yrs captain 10 yrs maga kag 100 support amazing president trump backtheblue neverforget91101 httpsbonfiredesignscom httpsbonfiredesignscom,5063,7127,4657
64285,64285,4571206,Jamesdavid59,2021-02-13T23:03:10.923Z,remi and jack s dad,52,30,626
17287,17287,901130,matabrtynard,2018-11-26T16:29:07.000Z,i am a winner,490,896,1952
