,Unnamed: 0,id,username,created_at,note,followers_count,following_count,statuses_count
95015,95015,3796351,Addoorman,2021-01-16T20:21:39.971Z,pure blood potty mouth 2a there to back up 1a america1stwwg1wgamaga forever 45 is the best to ever do it hold the line we are winning 17 the truth is learned it is never told 17fuck blmtake you eos china joe and shove them up that leaky ass of yours you low life pedo get involved and stay involved we the people are the cure we go forward for god family and countrythebestisyettocome fucktheccp operationoverwatch fuckblm fuckantifa,869,867,11893
23863,23863,4872654,AlexanderHawk,2021-03-14T16:32:20.563Z,canadian patriot ontario canada trump supporter whatever happens in the us affects us all former teacher pro life pro republic love nature love carpentry justin trudeau is a traitor every man is guilty of all the good he did not do voltaire,1640,1944,4975
27131,27131,976963,drdavidwilliams303,2019-01-28T07:32:21.000Z,i m a doctor in the military from the united states i love god because he gave me life and he also gave me talenthe is my lord and personal savior maga doctor,91,309,83
13837,13837,6527555,LauraAboli_1,2023-11-27T16:33:19.550Z,trust faithlove,30,60,13
24406,24406,730327,1MillionMonkeys,2018-09-13T16:51:58.000Z,i am an artist and engineer player and coach writer and arranger father and son let freedom ring followback trying to get to 1000000 only 997043k to go,3208,9752,855
28141,28141,4613919,hexham00XIII,2021-02-19T15:02:07.222Z,pre mi5 analystsubstance misuseanger issuesscourge of the occultgeneral handyman 1015 prhr depending full clean driving licencenature lover,245,283,4164
2621,2621,6549231,bebbi8300,2023-12-29T02:08:14.448Z,you are looking for seo solution for your website try our seo solution with highprcompletelinkbuilding service for rank highgoodbacklinkcomcompletelinkbuildingservicehtmlgo httpsbitly48r83wx,117,980,0
53308,53308,2111992,KistyOTMS,2021-01-08T05:16:27.028Z,weebcrewceo weebcrewpmcsuperbestfriendspmci dislike these things these boxes are stupid this place seems okayive got a group here httpsgabcomgroups42675you can find news and anime there at the same time honkim a pirate on the internet httpsrumblecomuserkaptainkistylive orhttpsodyseecomkaptainkistyckkkkktt2you can find me sailing the choppy waves many nights at 11pm est10c anime news headlines at 1130pm est1030c,523,187,32073
87669,87669,1714112,TrueBlueMidnightRider,2020-10-21T13:25:31.244Z,proud spouse of a usmc vet patriot constitution protector 1a 2a god wins save the children we are in a biblical battle for our souls 1a | 2a | wwg1wga | godwins,2035,1639,289
102148,102148,1061100,GMahler,2019-03-23T23:31:19.000Z,lover of fine european culture proud resident of flyover country a friend to anyone willing to fight the scourge of cultural and political marxism,387,300,1756
44900,44900,6297159,tbroadwayclinic,2023-04-13T06:10:39.748Z,accident care at the broadway clinic focuses on vehicular and personal injuries nobody in oklahoma city has more expertise in the management of accidents injuries,3,11,7
65128,65128,960849,ELW,2019-01-09T01:32:26.000Z,if liberty means anything at all it means the right to tell people what they do not want to hear george orwell,198,284,299
6136,6136,5843279,Fahadkhan1999,2022-03-13T16:53:40.630Z,i am a professional affiliate marketer,111,295,0
75178,75178,119311,farmgrandma,2016-12-12T22:53:07.000Z,an attack upon our ability to tell stories is not just censorship it is a crime against our nature as human beings salman rushdie,9,52,1
88099,88099,3595108,EasternNC,2021-01-14T03:15:45.834Z,conservative patriotchristian dedicated father faithful husband i follow back if your not weirdunited in the common good for america helping to educate voters thru the precinct live through christian principles admittedly can be challenging with the current environment,206,120,9448
58627,58627,6685960,Racheal31,2025-01-16T23:35:17.850Z,im quite easy to deal with open minded and with a good sense of although sometimes dark humor,0,11,1
