,Unnamed: 0,id,username,created_at,note,followers_count,following_count,statuses_count
50672,50672,1133321,Daybell,2019-06-13T18:58:48.000Z,supply corpsleopghduqu,291,750,1137
90852,90852,380973,preppersoul,2018-01-11T18:10:32.000Z,think for yourselves and let others enjoy the privilege to do so too evelyn beatrice hall,111,23,1
86658,86658,2380014,PatriotPreparednessNetwork,2021-01-09T22:01:26.413Z,patriot preparedness network is committed to serve our communities thru disaster relief emergency prep education firearms safety survival and firstaid,50,11,281
63771,63771,2061981,Lilmsrocky,2021-01-07T00:24:25.710Z,mom emt patriot love my pets love my life,76,234,180
39939,39939,728854,FiestyLady,2018-09-13T03:40:13.000Z,stopping leaks is a new form of censorship julian assange,221,885,17
22297,22297,36136,HighPriestess,2016-10-18T00:14:48.000Z,no one hears your screams,4455,2476,15044
80779,80779,553295,digijock,2018-07-30T16:35:59.000Z,1a 2a ultramaga,400,816,470
43951,43951,1547208,JMan99,2020-06-21T14:28:36.293Z,i am a progressive leftist i am going to post what i want to post on here and speak whats on my mind regardless of what anyone on here thinks,115,407,279
42881,42881,1199756,ConText_Merch,2019-07-18T11:42:15.372Z,merchandise for patriots by patriotsmaga qanon draintheswamp dotr godwins,148,156,4698
63743,63743,3319008,Granto3,2021-01-12T08:40:40.268Z,maga girl god guns and trump,219,326,337
32701,32701,2471928,QTruthPatriot17,2021-01-10T03:23:57.805Z,awakened and on a quest for universal truth and freedom thegreatawakening darktolight savethechildren xrp returmtogoldstandard galacticfederationoflight maga wwg1wga,30,90,32
74726,74726,6141423,Happy_Girl,2022-11-07T16:06:37.251Z,loving and caring human beings with good hearts insta alinaaussie,43,225,62
2355,2355,289397,NewsNFTU,2017-10-16T21:41:13.000Z,nftu news is run by fr joseph suaidani am covered in evils and slanders but most people dont know which is which and i dont usually correct them i block women for marital peace,2114,786,64083
30208,30208,393625,PeckerweedP,2018-01-23T13:50:59.000Z,history records that the money changers have used every form of abuse intrigue deceit and violent means possible to maintain their control overgovernments by controlling money and its issuance president james madison,366,361,2591
21576,21576,5050688,zhamdi,2021-04-18T16:30:51.061Z,hello everyone im the founder of weally a platform that brings people with grievances together to use the network theyve created to change institutions from within rather than protesting in the streetsthats why im interested in what nonprofits and charities are doing because theyre all solving the problems of citizens that havent been solved by our government agencies we all fill gaps that our institutions couldntwouldnt fill and often these should be our rights,49,224,26
46734,46734,359071,icetower8,2017-12-21T03:19:25.000Z,proud supporter of australia the national party farmers and rural communities,119,81,40
13382,13382,2305763,CindiRaeArtiste,2021-01-09T16:37:56.958Z,coming to you from the kenai peninsulain summer id like to fish comb the beaches hike the woods and enjoy the great alaskan outdoorsbut in reality i grow huge gardens and take exceptional care of mah chimkensin winter id like to make art and hibernate thru the darkness though its usually shoveling lots of snow,310,247,5080
90991,90991,2285324,MissTree1975,2021-01-09T15:26:37.044Z,49 single 12 italian i was married once for 3 years lived in switzerland for 2 yrs biblical christian saved by grace i love jesus constitutionalist voted trump twice and will again 2020 was rigged i have fibromyalgia and chronic fatigue syndrome i didnt get diagnosed with mono until i was 27 years old retired from massachusetts born and raised independent thinkerpureblood,3168,23,118995
66919,66919,123932,TrishPauley,2016-12-19T13:58:51.000Z,in a time of universal deceit telling the truth is a revolutionary act george orwell,403,375,632
46028,46028,104926,polomare,2016-12-06T23:34:27.000Z,bio edit rumors of americas death have been greatly exagerrated maga mahain the words of don jr this white house is fire former bio belowpersecuted twitter refugeei support flexit texit and any other us states efforts to tell the current administration to take a hikeamerica has been mugged and left to die in the middle of the street by democrat leadership biden is an illegitimate compromised fraudthe vaccine is the virus,1164,817,22906
35549,35549,2385114,WilliamMelden,2021-01-09T22:20:57.374Z,author of the abduction of cassandra available from amazon father grandfather and an unprofitable but joyous servant of my master nice to meet you,173,171,156
66774,66774,195507,MiltonPasson,2017-06-24T00:53:25.000Z,censorship is telling a man he cant have a steak just because a baby cant chew it mark twain,613,534,1710
84470,84470,952308,RedPillPhilosophy,2018-12-28T15:04:33.000Z,just a dude trying to figure what the fuck is going on in the world 1 red at a time watch my uncensored videos httpswwwbitchutecomchannelredpillphilosophy,450,17,785
85373,85373,92913,Believe50,2016-11-27T17:01:52.000Z,censorship is telling a man he cant have a steak just because a baby cant chew it mark twain,86,105,162
59192,59192,1315476,LTDFish,2019-11-18T03:13:19.903Z,it aint all waiting on you thats vanity,806,98,24432
53995,53995,1358936,weddingcateringlosangeles,2020-01-08T09:06:03.486Z,if you are just starting your wedding catering los angeles business in california it may be more profitable to hire items such as chairs and tables dishes or linens than buying them sometimes you can spend a lot of money buying this equipment and supplies and find out later that the business doesn t work for you hiring will save you from running into unnecessary losses httpswwwsohotacocomweddingcateringlosangeles,52,103,11
