,Unnamed: 0,id,username,created_at,note,followers_count,following_count,statuses_count
6582,6582,5132694,RichAlan,2021-05-22T17:58:51.401Z,live free or die,5737,9373,6345
43230,43230,767411,Rickley,2018-09-29T15:22:02.000Z,what is freedom of expression without the freedom to offend it ceases to exist salman rushdie,236,158,4916
64502,64502,3255367,FrQggy,2021-01-12T00:43:00.078Z,antifaslayer on twitter,25,36,16
80746,80746,3121945,ThreeZeroBravo,2021-01-11T14:40:50.316Z,hard times make strong mengood times make weak men,40,90,50
34304,34304,4197551,Roxpur,2021-01-30T20:15:56.522Z,lover of the truth freedom of speech human rights nonabusive nonviolent expression,870,1397,1293
83390,83390,99935,RyanDawson,2016-12-01T03:19:15.000Z,stopping leaks is a new form of censorship julian assange,1675,21,434
78515,78515,6696770,Antisemitic88,2025-02-24T07:49:03.093Z,white national socialist who works for a living antisemitic because of all the lies,1,3,81
73856,73856,6153314,Susanfayekirby364,2022-11-17T20:12:13.158Z,i m a god fearing woman and i know what i want in life,1,23,3
89956,89956,433164,JayneNurse,2018-03-04T12:27:55.000Z,matthew 77 ask and it shall be given you seek and y e shall find knock and it shall be opened into you jesus of nazareth,358,591,2746
20585,20585,5853877,EmilyMia14,2022-03-18T22:38:08.201Z,am here looking for a serious relationship,59,165,2
4026,4026,4120980,SomeoneTookMyUsername,2021-01-26T13:30:02.113Z,we cant have full knowledge all at once we must start by believing then afterwards we may be led on to master the evidence for ourselvesst thomas aquinasmy gab account is for entertainment purposes only reposts comments and likes are coincidental and do not represent my personal views,3778,3851,124879
71989,71989,5468314,michellejoe,2021-10-19T12:07:22.280Z,freelance antiques dealergood god,54,115,27
17020,17020,201008,dankrav,2017-07-12T01:56:18.000Z,tolerance will reach such a level that intelligent people will be banned from thinking so as not to offend the imbeciles dostoievski,67,72,289
74968,74968,6182618,PatriotInKansas,2022-12-15T20:25:37.209Z,truck driving us army vetwwg1wgabanned years ago from twitter and facebook and dont even miss themtrumpwonhunterslaptopisrealpedopeterbillclintonisapedoepsteindidntkillhimselfsavethechildrengaragegate,119,209,1173
74528,74528,4157905,Marva850,2021-01-28T10:39:23.238Z,lordplease protect our land from those seeking to destroy itamen,145,222,147
7336,7336,4179254,Wkrueger1970,2021-01-29T21:54:59.096Z,just a guy who loves god freedom and america 3star,572,706,7995
85246,85246,66262,Marky,2016-11-20T14:11:53.000Z,founder of lgbtrump domestic terrorist gay conservativechristianpoliticalanimal activist markyhuttgmailcom,151,16,28
50198,50198,1771968,ChristyO69,2020-11-07T15:08:24.184Z,~truth seeker~live free or die trump won wwg1wga,46,103,117
73947,73947,3561843,WorldsWatchDog,2021-01-13T22:39:37.627Z,it is a terrible fight and it is between two wolves one is evil he is anger envy sorrow regret greed arrogance selfpity guilt resentment inferiority lies false pride superiority and ego he continued the other is good he is joy peace love hope serenity humility kindness benevolence empathy generosity truth compassion and faith the same fight is going on inside you and inside every other person too the grandson thought about it for a minute and then asked,467,606,1426
5962,5962,1192324,WhiskeyDelta,2019-07-15T13:28:58.375Z,im just a simple man trying to shitpost my way through the universeif your resistance was pointless their propaganda would not be necessaryif you larp as a wannabe natsoc lefty troll flat earthtard greatest ally or fedboi and pollute my feed nothing personal but youre cancer and im probably going to block you,929,273,13828
17075,17075,5303252,FoxyPossum,2021-08-21T01:22:51.092Z,donald j trump is my president,124,205,1426
82173,82173,164188,TheUnionJohn,2017-04-21T00:10:26.000Z,scottish british ulsterscots patriot rangers fc country music truth seeker justice warrior anti ass hole son brother husband father best friend,106,197,126
48676,48676,2151407,Cathrah,2021-01-09T01:00:39.120Z,i live in the south and thats all im saying lolbirthday 0412,964,1212,4678
83810,83810,4546,ZeroCL,2016-08-27T04:20:29.000Z,when i was a child i spoke as a child i understood as a child i thought as a child but when i became a man i put away childish things,6094,8405,1718
8605,8605,3511888,RKDuet,2021-01-13T11:43:17.862Z,i only have two cheekshttpsmyoutubecomwatchv=wyeg0xbysq4,686,983,10805
58376,58376,6570374,Ochoa_221,2024-01-31T16:29:48.495Z,us marine,6,39,3
96874,96874,5155915,K_Vincent,2021-06-07T10:49:45.466Z,patriot american constitutionalist private support veterans confrontational i block everyone thats qanonnaziswwg1wga the plan or any of that unpatriotic nonsense i dont support any political partyi back whats good right for america not any one man be it trump or whoever i dont trust nobody,30,27,702
21038,21038,6038844,professional26,2022-08-20T19:11:49.064Z,our mission in morocco alone there are about 3 million people who produce high quality products with great craftsmanship and passion to this day there is no way to sell it easily and directly to europe with govo we want to bridge this gap and bring africa and europe closer,105,219,19
42847,42847,166258,Settle_Down,2017-04-23T23:18:53.000Z,there is a fine line between censorship and good taste and moral responsibility steven spielberg,1,8,0
152,152,3869414,iJx01,2021-01-18T06:39:59.613Z,i entered this matrix on july 5th 1980 studied electrical mechatronic engineering had a bad car accident 28th of march 2010 5 months deep comai ve always liked learning how this world works always been quite aware of evil in our world travelled to taiwan in march 2003 sars 1 started while i was on the airplane their stupid masks woke me more but i still played along i understood covid was bullshit by february 2020 november 3 2020 showed everything to me,1033,2595,5457
92998,92998,2018798,IncurableWound,2020-12-22T16:49:28.867Z,christianpatriotveteran i do not come to bowi come to conquer,307,19,4354
47593,47593,1451906,DNTMama,2020-04-18T18:18:17.167Z,retired litigation paralegal married and proud usafusn mom no dms please wwg1wga saveourchildren stopthesteal bidenisnotmypresident lcms,469,597,4485
92396,92396,4753877,SpecterofaRepublic,2021-02-25T02:53:35.559Z,do unto whites as youd have done unto youdeath before dishonorbe unafraid all death is certainprowhitefedposter,133,20,6920
64509,64509,371911,JVC,2017-12-31T00:12:07.000Z,all censorships exist to prevent anyone from challenging current conceptions and existing institutions george bernard shaw,14,25,55
89726,89726,331174,Dxiegrl,2017-12-03T20:33:27.000Z,va girl living in ny wife of vietnam vet daughter of wwii navy maga libs are destroying our country trump is my president scratch and sniff biden is a fraud suspended from twitter have no clue why,680,742,2367
74536,74536,6348856,eximpedia,2023-06-06T07:23:47.624Z,eximpedia is a global trade data company that provides businesses with the information they need to make informed decisions about their import and export operations we offer a wide range of data and analytics solutions including import and export data market research and trade compliance tools our mission is to help businesses succeed in the global marketplace,0,15,7
78748,78748,2654231,Debihoot,2021-01-10T12:10:19.126Z,connecticut married 2 grown well educated children with no student debt,191,264,1117
4700,4700,6368737,Angie_thepatroit,2023-06-24T15:45:43.121Z,god bless america,49,91,31
97260,97260,2574441,Magalouwho,2021-01-10T06:54:06.301Z,love my president trump my family my community and my life real estate broker auctioneer spiritual warrior deplatformed from farcebook suspended from twister because i love god freedom and patriots wwg1wga god bless america telegram handle gbagirl,846,826,1216
85182,85182,5191591,BiglyTiny,2021-06-30T18:13:42.766Z,im a tiny pineapple yall,51,56,186
50732,50732,5849041,In_Exile,2022-03-16T08:39:25.481Z,indigenous european dissident and content creator,1,23,13
59654,59654,6480895,LoonMagik,2023-10-13T13:49:31.570Z,rhode island usa,0,12,28
61111,61111,4142918,Bruneildo_Ziriguidum,2021-01-27T13:35:09.160Z,brazilian white guy 51 yo president trump made good things but hes still a slave to them went down all the rabbits holes it never ends i am deeply troubled by the obviously fraudulent election of resident luis ina cio ladra o da silva he belongs in jail,182,246,5924
