,Unnamed: 0,id,username,created_at,note,followers_count,following_count,statuses_count
29358,29358,1098701,car_done,2019-05-07T10:45:19.000Z,msgt ret parkerhannifin ret in the woods daily love to cutsplit wood the woods is my gym griddle cooking and deep frying are a way of life twitter limp wrists banned me my memes are on x formally twitter at cardone,2593,2607,140827
30129,30129,2859404,19TROOPER53,2021-01-10T22:10:48.063Z,67 yr old veteran here love my country its rich history good and bad i refuse to be canceled by any radical cry baby that had there feeling hunt as a child put the blame where it belongs sorry too inform you it was your parents cupcake,771,962,2442
42905,42905,3821631,RolainesDad,2021-01-17T05:40:07.084Z,custom knife restoration is an enjoyable hobby for me feel free to make an offer on any that i have posted never enter into a business arrangement that isn t beneficial to both parties ~dad,140,160,558
90873,90873,6028170,DraconianDad,2022-08-12T18:51:49.890Z,twitter can go choke on a boot,1,4,3
61457,61457,3742914,JimWeinert,2021-01-15T19:56:18.205Z,eschatology made easy,19,38,525
75329,75329,2546289,Mrochoa87,2021-01-10T05:47:08.835Z,faith family freedom maga forever government is to be the extension of the will of the people is it too late for america not as long as we are willing to push back god help us,294,61,2269
83811,83811,31354,Juggy,2016-10-12T22:15:31.000Z,cyber security conspiriology softball,132,46,32
98083,98083,3457058,Kek_warrior,2021-01-13T00:15:26.903Z,husband shit poster european zealander,135,279,2595
95523,95523,887237,okcazure,2018-11-20T02:51:17.000Z,war is peace freedom is slavery ignorance is strength george orwell 1984chickfila i could eat there seven times a day tim hawkins,157,271,2274
88394,88394,5435936,Emily_Hastings,2021-10-07T22:52:23.706Z,hello welcome to my profile i am a christian constitutionalist and have a fondness for reading and drawing,133,7,4737
35050,35050,3540799,Mojave_MGTOW,2021-01-13T17:53:06.550Z,white men have been to the moon the earth is round there was no holocaust jews are the destroyers of civilization and the enemy of mankind zero tolerance policy for trolls and retards,1431,50,44233
59337,59337,232145,PJKnox,2017-08-20T15:13:59.000Z,the laws of nature transcend the laws of man,55,59,14
47507,47507,979518,kawaii_kike,2019-02-07T03:50:58.000Z,i know you wont believe me but the highest form of human excellence is to question oneself and others socrates,18,36,15
29016,29016,309424,WorkingTGnbroke,2017-11-19T21:05:19.000Z,thank you president trumpprolife biden and harris are crookedour votes should have mattered,510,744,5871
90372,90372,86621,Daithi,2016-11-23T20:33:34.000Z,censorship is the child of fear and the father of ignorance laurie halse anderson,20,3,1
50874,50874,4113791,Toastmanpa,2021-01-26T01:23:49.966Z,an internet refugee who supports free speech sports the constitution due process free enterprise law and order like football and horseracing and a fan of philly sports,18,19,99
85555,85555,1554752,PartidoPopularPP,2020-06-27T07:08:33.066Z,cuenta de informacio n del partido popular puedes seguirnos en nuestro canal de facebook wwwfacebookcomgroupspablocasadopresidentepp,123,69,270
