,Unnamed: 0,id,username,created_at,note,followers_count,following_count,statuses_count
65502,65502,462330,hornswith,2018-03-24T02:04:00.000Z,christian incl flaws father husband patriot bofr particularly 1 2 gentleman babarian maga kag persist backtheblue nra wwg1wga alllivesmatter,139,212,276
46158,46158,542028,Onthefly,2018-07-16T12:19:33.000Z,blocked by creepy porn lawyer and followed on twitter by clint eastwoodjames woods knows the truth i mute all who attack mei stand with all who fight to protect children from pedophila gen flynn is my general you dont want to piss me off believe the children,295,314,6326
5455,5455,5150191,Leorei9,2021-06-03T13:40:50.106Z,httpsyoutubecomdreamlovernaturetherapyfeature=shared,36,101,951
59216,59216,78977,Big_John_Talley,2016-11-22T00:30:00.000Z,the question isnt who is going to let me its who is going to stop meayn rand,903,212,35295
45647,45647,522801,AcidropOSY,2018-05-29T18:04:29.000Z,vocalsguitar with whisky grenade shitposts about ska i followpost whoever so don t take it too serious please hehim anarchosomething each other,33,121,67
36669,36669,895732,Skyko,2018-11-24T20:45:54.000Z,censorship is saying im the one who says the last sentence whatever you say the conclusion is mine ai weiwei,70,160,405
38717,38717,6340204,Christyjeremy04077188,2023-05-28T00:49:21.107Z,in god i trust,29,123,1
58017,58017,275793,syyrq,2017-09-18T17:09:17.000Z,an attack upon our ability to tell stories is not just censorship it is a crime against our nature as human beings salman rushdie,61,206,23
37211,37211,5991282,Mikij8,2022-07-11T00:29:57.557Z,im a very fun loving easy going man that enjoys the little and great things life offer im very loyal and affectionate but most importantly i have a great sense of humour,61,95,1
76867,76867,6425572,CJ_K,2023-08-20T02:20:28.493Z,gabs on bitcoin as the reserve asset of internet economy make real estate great again peoplesreserve $prn $prusd a market maker for wethepeople,24,8,53
97375,97375,4979155,Prostate,2021-04-04T03:58:15.463Z,prostate,4,2,12
7676,7676,23538,ChristLovesYou,2016-10-04T09:12:30.000Z,jesus loves you,26898,111353,136
72900,72900,5111060,scottieeck,2021-05-09T20:06:33.022Z,i find it kind of funny find it kind of sad don t follow i won t leadi really mostly repost other folks stuff that i find newsworthy or educational it s all a joke after all life is but a dream laugh mother fucker,312,164,15434
44475,44475,972987,SimplySweetandSour,2019-01-24T23:21:56.000Z,i can make it on my own don t belong to anyone except my savior very strong willed woman and i speak my mind like me or not that s who i have become treat me with respect and i will you also get nasty and so will i i am a true blood conservative that will stand and fight with everything i have i hate a liar and backstabbers it s time to stand and do whats got to be done,142,186,97
78601,78601,5814571,Angela231,2022-03-03T05:20:01.734Z,beautiful world,10,44,3
87413,87413,3386169,DOLLYMADISON2K,2021-01-12T16:51:02.757Z,a parler refugee,500,181,9560
3899,3899,6329188,Linda466,2023-05-17T09:28:02.108Z,am dave johnson the winner of $2984 million from powerball lotteryi am giving out $30000 to my first 30k followbe a winner today,88,552,1
94757,94757,1393545,danarook,2020-02-16T02:06:00.127Z,i play games and edit videos af,297,54,281
39701,39701,6159174,Sindasugar,2022-11-23T13:09:30.816Z,lord jesus christ lives once,6,47,0
80108,80108,559338,Renewchiro,2018-08-02T07:47:45.000Z,founded in 1997 renew chiropractic has over twenty years of experience helping residents of lakewood colorado and the greater denver area deal with a wide variety of symptoms at renew chiropractic patients can alleviate symptoms of back pain neck pain migraines and much more visit us today,45,81,63
64330,64330,107124,polluxc,2016-12-07T01:45:09.000Z,hobbyist illustrator there was times when people would burn books because they didnt like what people were doing michael berryman,772,181,7262
98254,98254,1221403,ToddMcMurtry,2019-08-03T15:46:14.557Z,nationally recognized trial lawyer harvard trained mediator and advocate for the underdog,46,62,27
72535,72535,26942,ArgentinoAmericano,2016-10-09T03:56:07.000Z,any life no matter how long and complex it may be is made up of a single moment the moment in which a man finds out once and for all who he is jorge luis borges born in argentina mother brazilian american by choice maga trumparmy latinoswithtrump,5228,504,13452
86926,86926,5109642,krystlekate,2021-05-08T22:54:25.875Z,follower of christ american nationalisthappily married mother to 5 children,114,38,3298
60948,60948,6533033,LokiOdinsson88,2023-12-05T02:08:41.631Z,kosher food sucks,24,53,130
24199,24199,3937470,Lateralus1,2021-01-20T04:10:40.225Z,knowing your own darkness is the best method for dealing with the darknesss of other people one does not become enlightened by imagining figures of light but by making the darkness conscious the most terrifying thing is to accept oneself completely your visions will become clear only when you can look into your own heart who looks outside dreams who looks inside awakes carl jungmy group fake mass shootings hoaxeshttpsgabcomgroups66505,3062,28,62283
20532,20532,6071777,maryse00,2022-09-09T15:19:41.300Z,welcome to my world,59,173,18
9250,9250,371278,OKenada,2017-12-30T13:54:19.000Z,most peoples problem is they lack imagination they lack faith and they lack the ability to have two or more opposing ideas in their head at one time everything out here is a lie thats why you should be careful what you believe in the only true thing in your life is your heart most thoughts come from satan did you find yourself in the middle of thoughts and cant remember how it started,1534,568,22886
84669,84669,167365,Ouman,2017-04-25T07:32:50.000Z,to learn who rules over you simply find out who you are not allowed to criticizevoltaire,1629,1908,20655
45593,45593,3760043,Kazuma_yagami_Kuebiko_80s,2021-01-16T03:42:58.709Z,real environmentalist new japanese liberty lover analyst farming enthusiast chef with license and probably still forgetting something,61,265,2367
64072,64072,1100884,Hamelwesley,2019-05-08T17:14:50.000Z,justice will not be served until those who are unaffected are as outraged as those who are benjamin franklin,26,22,374
74983,74983,2232758,shuumeigiku,2021-01-09T11:33:15.414Z,cats flowers and wonderful peoplethank you for everything ive met,574,505,16776
18722,18722,3736860,HeyJude20,2021-01-15T17:52:13.978Z,wife of vietnam vet hey jude suspended from twitter with 149k followers trump 100 codeofvets 2atruth social heyjude88 florida girl,10141,9764,10371
53380,53380,1809341,dolphin_kiss20,2020-11-09T03:19:33.536Z,japanese,78,89,15
49243,49243,3017097,JiMnM,2021-01-11T06:26:28.110Z,jeminem || conservative twitch streamer || realbrysongray s fortnite duo partner || maga gang ccg || wareagle || twitchtvjimnm,140,163,2141
17554,17554,56877,SupremeLordKek,2016-11-16T21:00:08.000Z,when you think about death do you lose your breath or do you keep your coolwould you like to see the pope on the end of a rope do you think hes a foolwell i have seen the truth yes ive seen the light and ive changed my waysand ill be prepared when youre lonely and scared at the end of our days ozzy probably,568,575,5712
101544,101544,2762846,ROI4LIFE,2021-01-10T17:31:31.178Z,business owner 28 years unappologetic constitutionalistpersonal accountability public responsibility makes for a good citizen,309,432,523
51420,51420,2143374,Mamaboren,2021-01-09T00:24:22.966Z,entrepreneur mother wife politically driven outspoken patriot deeply concerned for our future,14,71,109
78904,78904,6256101,Hannahbella2020,2023-03-03T18:21:40.241Z,i m fun to chat with we can get to know each other better,9,91,1
13786,13786,3791863,Teamsaveamerica,2021-01-16T18:56:45.148Z,america first,20489,1056,21211
