,Unnamed: 0,id,username,created_at,note,followers_count,following_count,statuses_count
43237,43237,2051037,OscarandBernie,2021-01-04T04:28:28.678Z,we are the comedy team oscar and bernie seen on gong shows agt last comic and the tonight show i am john oscar hein also known as oscar heino on facezuk our book the handicats is on amazon to help kids dealing with a hospital stay and rehab we donate 10 of sales to shriners and st judes thanks watch some funny we subscribe back httpswwwyoutubecomuseroscarandbernie,363,634,1144
97313,97313,943054,bf429,2018-12-20T17:36:58.000Z,an attack upon our ability to tell stories is not just censorship it is a crime against our nature as human beings salman rushdie,130,51,2120
7975,7975,6145836,MattWilliam,2022-11-10T23:22:49.810Z,healthbeautydentist us miami dr,16,49,5
29092,29092,4547586,A_Wayfaring_Stranger,2021-02-11T06:34:47.670Z,greetings in the name of jesus christ i am just a wayfaring stranger a messenger passing along the gospel of the kingdom of christ to the lost and found sheep of the house of israel as well as proclaiming the true identity of gods covenant people make an appeal to heaven godsaveamericaagain amenbit chute channelhttpswwwbitchutecomwayfaringstrangerodysee channelhttpsodyseecomwayfaringstrangerctwitter pagehttpstwittercomgershom2222,130,238,902
21497,21497,6516773,MaryJenny9725,2023-11-16T16:09:23.241Z,trump 2024 never let the fear of striking out keep you from playing the game babe ruthi follow back pureblood,190,287,679
57941,57941,4592520,Notorious_JRM,2021-02-16T04:22:19.420Z,gamer reader classic movie music lover pop culture observer,216,181,2193
54413,54413,6434618,KalfmanSTV,2023-08-28T09:18:05.881Z,i am originally from tulsa oklahoma and lives in hayward city of san francisco located in alameda countyi was deployed for past 3 months here in kabul afghanistan on special mission coming home soon for my break and would be very happy to meet you if you dont min,21,48,1
43612,43612,2961319,cloudcruzn,2021-01-11T03:20:28.043Z,christian conservative patriot,255,258,2496
95236,95236,2203364,Toddfoxaz,2021-01-09T06:24:16.244Z,conservative christian author poet retired drummer raised on pure detroit woop ass,137,183,69
30411,30411,533407,rolo_tomassi,2018-06-23T03:02:03.000Z,likes bourbon steak and your mom dislikes bolsheviks lesbians and your dad,2556,2393,3412
99519,99519,399727,ReleaseTheMeme,2018-02-03T00:58:07.000Z,there was times when people would burn books because they didnt like what people were doing michael berryman,185,126,133
96997,96997,4554048,LeRoideFrance,2021-02-11T22:15:01.902Z,j ai beaucoup de choses a dire arre tez de me censurer je la cherai rien,15,26,40
38738,38738,2807447,WritersBlot,2021-01-10T19:27:06.909Z,i do stuff sometimes its important stuff,241,292,3357
54635,54635,5982300,WayneTompkins,2022-07-01T16:27:39.000Z,retired journalist living in argentina antiwoke antiglobalist jesus christ is my lord and savior,78,80,569
23880,23880,5742981,adlersson,2022-02-06T21:23:49.353Z,der kaiserliche mulm hat osterreich erreicht,26,62,8
84530,84530,2969151,OkieDave,2021-01-11T03:41:49.743Z,i seem to get along with most everyone except peopledad pawpaw vethusband to the best wife i could want gun toting car loving fishin country loving and living hillbillypenthouse pauper when you got nothingyou got nothing to lose,799,4,19716
81728,81728,51907,Worldskipper,2016-11-10T23:51:16.000Z,the key to understanding your place in the world is pick up something heavy until you cant i recommend deadlifts,38,43,115
12800,12800,580801,Jaring,2018-08-09T18:41:59.000Z,censorship is the child of fear and the father of ignorance laurie halse anderson,15,41,16
