,Unnamed: 0,id,username,created_at,note,followers_count,following_count,statuses_count
78006,78006,529973,Aeneas189,2018-06-14T18:30:25.000Z,if liberty means anything at all it means the right to tell people what they do not want to hear george orwell,429,841,3063
4211,4211,526574,Dakota1226,2018-06-06T14:36:00.000Z,plainsmanfamilyracenationfuck israel,1106,1219,7701
43035,43035,2238649,JannaPierce,2021-01-09T12:20:01.793Z,christian conservative love god country and family prolife pro 1a and 2a italian american turn to me and have mercy on me as you always do to those who love your name direct my footsteps according to your word let no sin rule over me psalm 119132133,1054,1508,735
97976,97976,1293843,Arc7angle,2019-10-25T05:56:14.781Z,they want to divide us united we are strongest,1174,760,38166
33836,33836,3674781,Dgness,2021-01-14T22:46:11.349Z,deplorable clinger,174,252,740
48281,48281,1179134,Mythman,2019-07-12T22:34:55.101Z,government is not your friend i am a racist against everyone,1304,1742,87
67147,67147,6080796,AlphaRomeo2,2022-09-15T22:51:18.971Z,vietnam veteran white male christian born in usa conservative ultramaga life member of nravfwdav minister of the bible no crypto,307,647,587
100309,100309,6412188,InOutIn,2023-08-06T17:07:20.203Z,i like my men like my frappuccino tall white and very richdon t pm me unless you have at least half a billion dollars net worthbiden is a senile loser with no moneypresident trump will make america great again and keep it great with his wealth and power old money rules stable genius,102,18,889
74624,74624,5867651,cnsltngnkrhcm,2022-03-27T19:18:06.744Z,nkr consulting dba 2023 09000568 16 june 2009aerospace ate astrospace stesmith county tyler texas,1,20,12
29278,29278,2250237,KHMmjc,2021-01-09T13:13:23.572Z,first generation cubanamerican god loving communism hating wide awake patriot just tell the truth,86,173,83
8320,8320,6368040,big_ole_slim_jim,2023-06-23T21:46:21.670Z,subscribe to me on yt httpswwwyoutubecomchannelucqu4ibquwhs6hhdbcxamb2amore offensive videos on bitchute httpswwwbitchutecomchannelejg0kqiqcy4g,32,209,7
75151,75151,448472,DividendMaster,2018-03-15T13:10:15.000Z,there was times when people would burn books because they didnt like what people were doing michael berryman,296,224,788
21634,21634,4096889,KurtV,2021-01-25T04:54:45.001Z,i m a christian first i love jesus christ being a catholic and i love my family ready to join a new political party if the republican party isn t reformed and the rino s held accountable,300,277,4228
74763,74763,91670,pryerlee,2016-11-27T10:29:01.000Z,outside broadcast camera opp music producer xboxone gamer trutherits going to be biblical maga wwg1wga thestorm thegreatawakening q qanon theswamp draintheswamp qresearch 8kun blackout digitalsoldiers trump soros watchthewater redoctober nuremburgtrials hillary ukraine covid nxivm disney falseflag redcross biden fbi projectbluebeam israel jews mossad gaza chandler 8kun nhs,710,376,9860
62941,62941,2646464,PURDUE98,2021-01-10T11:41:22.307Z,laboratory manager at a major university in indianarecipient of gods grace blessed by his love husband pet owner prepper and survival enthusiast gun owner indiana residentformer army reserve 4333fa former corrections officer sheriff purdue alumni,124,211,532
35289,35289,4745251,wellsprynge,2021-02-24T18:51:55.711Z,pantheistscience not scientismeducation not schoolingmarxist his economic diagnosis of capitalism not his prescribed solutionthe industrial revolution and its consequences have been a disaster for the human raceabolitionist fbi cia irs to serve man is a cook bookavatar is sofya perovskaya,94,69,777
76438,76438,6591167,Karonfallon,2024-03-10T06:13:04.476Z,kindness,2,8,1
84800,84800,6466384,JooJooCum,2023-09-28T22:04:08.431Z,patriots in control stop the steal trust the plan 2 more weeks me want some joojoocum,14,21,141
14849,14849,5108913,Tonywesolick,2021-05-08T15:43:00.173Z,2a backtheblue q trump patriot nra south texas usa suspended from twitter jan6 oil gas industry,1019,1040,14966
37509,37509,6097427,BlueFriar,2022-09-28T18:45:51.699Z,temporary resident of earthbut then so are you,199,47,6048
85274,85274,284082,Steffizere,2017-10-01T17:48:12.000Z,there is a fine line between censorship and good taste and moral responsibility steven spielberg,17,25,2
18187,18187,4226802,Bubbamaverick,2021-02-01T00:19:04.838Z,house painter and patriot who is wide awake,3156,4354,70051
63334,63334,4377959,Tksdolls,2021-02-06T08:09:17.824Z,for love of god and country free uncensored speechamerica first if you dont love america dont bother me,1110,1204,13717
87200,87200,3539287,Este4921,2021-01-13T17:33:35.621Z,american gentleman christian,295,40,7271
10285,10285,2562348,Internetwalnut,2021-01-10T06:22:33.000Z,im a home baptist catholic actually living in alaska retired the fraud president has dimentia,3667,5941,9912
36586,36586,101776,Trump_777,2016-12-03T15:34:51.000Z,trump 777 freedom is never more than one generation away from extinction we didnt pass it to our children in the bloodstream it must be fought for protected and handed on for them to do the sameronald reagan,764,578,4620
38857,38857,4606556,40cal,2021-02-18T15:50:27.967Z,unapologetic white male bowing before god standing for family america constitution bill of rightssemper fi,175,128,323
67044,67044,6677302,Patriot_guy420,2024-12-27T07:22:45.699Z,appalachian spooky god family and country first,1,1,12
86252,86252,1985842,neuron73,2020-12-11T12:59:25.508Z,it guy musician nature lover conspiracist austrian patriotpro trump pro putin anti euwwg1wgaunvaccinatedungeimpft,133,181,518
37479,37479,5395972,DAAHHIJIHGANH,2021-09-26T11:45:11.370Z,navajo code talkers daahhijihganh = fighting the penalty for refusing to participate in politics is that your inferiors govern you plato 429347 bc,381,347,17351
