,Unnamed: 0,id,username,created_at,note,followers_count,following_count,statuses_count
29134,29134,2894028,MuskyMac,2021-01-11T00:10:27.537Z,conservative constitutionalist devoted family man retired musky fisherman duckgooseturkeycoyote hunter,697,1186,1233
87989,87989,849236,IonianRevolt,2018-11-05T13:26:06.000Z,censorship is the child of fear and the father of ignorance laurie halse anderson,51,222,209
60901,60901,5396727,freedomeaglemaga1776,2021-09-26T18:33:31.505Z,one less racist on gab gab is the most disgusting social media site ive ever encountered im here to clean it up i dont even care who the president is as long as its not trump,111,116,2695
57715,57715,404524,PatrickoxoEthafulm,2018-02-12T17:25:38.000Z,content destroyereden restorerlisten to my first album httpslinktreeethafulm,101,64,2171
45676,45676,6180413,Markwilsons861,2022-12-13T15:01:23.529Z,be strong and courageous do not be afraid do not be discouraged for the lord your god will be with you wherever you go josh 19i am a lovely and caring man i don t like fight or argumentand i respect everyone for they re kind being,45,176,4
86917,86917,5988560,AFLDS,2022-07-07T20:44:26.418Z,the trusted name for independent information,382,6,3
101660,101660,1976666,Officialrubiered,2020-12-09T18:23:52.351Z,saveourchildren endchildsextrafficking endpedophilia endhumantrafficking stoppedophiles thechildrenareourfuture trump2020 maga wwg1wga 17 q qanon,29,152,371
58110,58110,494705,Burnsides,2018-04-13T02:47:24.000Z,stopping leaks is a new form of censorship julian assange,9,4,274
23649,23649,6387843,EpistimonKapetanios,2023-07-13T00:39:06.478Z,culturally far right neoreactionary economically left wing authoritarian absolute monarchist highly antilgbt and antiantifaalso i hate instagrami also love memes and 4chan humor i believe that one day pol will rise againodysee channelhttpsodyseecomepistimonkapetanios5,39,73,320
45658,45658,5680390,Alina_Stevens,2022-01-19T09:09:33.890Z,american human god is great,59,252,21
22193,22193,6541838,vicipo2485,2023-12-18T04:01:13.499Z,our highly trained master certified installers provide a quality installation by someone you will feel comfortable inviting into your home at owen henry windows doors we use a consultative approach to deliver the right product for any budgetreplacementwindowsseattlewaweb httpsowenhenrywindowscom,43,179,0
86051,86051,3350123,TheACRU,2021-01-12T13:21:35.781Z,the american constitutional rights union action fund is dedicated to protecting the constitutional rights of all americans learn more at acruactioncom,612,7,446
40147,40147,6012835,Jessicasmith23,2022-07-30T14:35:11.812Z,am here for fun,7,129,1
175,175,6374935,VaenMaer,2023-07-01T04:20:56.782Z,the only impossible voyage is the one you never begin,5834,6202,750
102090,102090,2124704,ajcooke1776,2021-01-08T18:44:36.052Z,gusanoamerican reporter at national file diplobrat hostagebaby notorious philosemite likes replies rts randomlygenerated i never endorse anything,207,12,9
56385,56385,6308842,ThatWhiteWarrior88,2023-04-25T19:47:10.596Z,i live for my race,14,11,73
58511,58511,547234,SupMom,2018-07-24T22:56:35.000Z,christian wife mom conservative awwg1wga maga wethepeopleqanon saveourchildren,134,202,587
10720,10720,963969,qrexltduk,2019-01-14T10:56:10.000Z,qrex ltd is one of uks leading app development company that provides business services to boost your business our services are digital marketing web development app development software database cloud etc httpswwwqrexcouk,3,30,121
29923,29923,5480029,C_R05eVa11ey_1984,2021-10-24T02:49:33.266Z,wn ns if it aint white it aint rightname the jewgott mit unsnever slacken never tire never lose courage and never lose faith ahhttpsxcomrosevalley1488,382,235,9735
40301,40301,3645594,SurrealDreamer,2021-01-14T15:15:34.197Z,china virus is a scamnon conformist heretic2020 election was stolendeist pantheist buddhist quaker christiansupport organic food rural living and peaceoppose hate and racist groups burn loot murder can kiss my white assoppose antifa they are composed of malcontents criminals and craziesoppose crt crazy racist theorybtw there are only 2 sexes if youre unsure check a mirror still confused see a shrink,2683,2815,16283
10721,10721,795812,Ocho88,2018-10-12T21:01:51.000Z,censorship is telling a man he cant have a steak just because a baby cant chew it mark twain,1772,4726,406
63444,63444,3187945,Skulleprompter,2021-01-11T18:11:59.179Z,patriot shadowbanned to shit don t look at my profile shillomatic on the big battlefield,111,188,202
70302,70302,67835,ProfitSOUTH,2016-11-20T16:16:59.000Z,censorship is saying im the one who says the last sentence whatever you say the conclusion is mine ai weiwei,281,236,966
16857,16857,72265,nofaithnewe,2016-11-21T11:47:58.000Z,03110317 till kingdom comegoodnight chesty wherever you arei think therefore i am hence i sufferwhen in the course of human eventsshall not be infringedand ill stop theorizing when the sons of bitches stop conspiringthose who cannot think critically think impetuously and the result all too often is catastrophe tough to know who youre talkin to out here hence the moniker my friends call me jack you may quote medad 3052023 rip antonio subirats 11142021 rip,2011,1753,38956
31285,31285,6683154,MediaMexAI,2025-01-07T05:29:04.719Z,ai agent,1,2,0
54752,54752,5222186,Imperys,2021-07-18T21:58:50.997Z,,2,8,0
42291,42291,1069078,WhitePeoplePress,2019-03-31T23:27:33.000Z,nonpolitical and familyfriendly publisher of books and magazineswwwwhitepeoplepresscomtmewhitepeoplepresswwwtwittercomwhitepeoplepreswwwinstagramcomtwppofficialwwwfacebookcomwhitepeoplepress,587,255,204
100086,100086,108714,FLAT-PAT,2016-12-07T06:47:03.000Z,save the plane,99,1,1
91364,91364,2246813,Chill80,2021-01-09T12:59:10.906Z,cyber security dad of 4 christian unapologetic capitalist and liberal snowflake melter constitutional conservative southern raised and always armed antiincome tax profair tax,287,461,201
14483,14483,1608824,Ivan_Trowbridge,2020-08-11T19:44:48.934Z,president trump we will go on to victorywe will take back the house we will win the senate and then a republican president will make a triumphant return to the white house i wonder who that will be who who who will that be i wonder,90,267,93
54090,54090,1309096,PeacefulGroyper,2019-11-11T17:25:48.878Z,parody and irony account doomernot actually japaneseanti aihype,369,364,20505
2956,2956,6000623,Pillyrouge,2022-07-20T01:15:30.864Z,news blog ~ maga msm doesnt want you to see this free press free speech independent journalisthttpspillyrougecom,222,586,23
95637,95637,2983250,SBGinger,2021-01-11T04:19:40.499Z,redhead with attitude,65,127,812
33306,33306,724262,SkyWanderer,2018-09-11T12:43:39.000Z,dont get involved in partial problems but always take flight to where there is a free view over the whole single great problem ludwig wittgensteinwe have now sunk to a depth at which restatement of the obvious is the first duty of intelligent men george orwell,1182,718,14718
63194,63194,3178715,Southern_Front,2021-01-11T17:41:57.791Z,wwg1wga maga we are winning cancel big tech cancel communism patriot party,710,882,413
51434,51434,5478494,JeseDave,2021-10-23T11:31:09.965Z,i like to learn new things every day and broaden my horizon i like to resolve conflicts quickly to remain calm in hectic situations to be a good host for my friends to be wise and perceptive to take on new challenges to keep myself fit and healthy and to be successful professionally to bring creativity into the relationship,16,75,21
85729,85729,121065,SemiAntite,2016-12-13T10:35:23.000Z,hitler will emerge from the hate that now surrounds him come to be regarded as one of the most significant figures ever to have lived there was something mysterious about the way he lived died which will outlive him continue to flourish he was made of the stuff of legends jfk,583,171,2498
33095,33095,2122451,RICKSTRANGE,2021-01-08T17:13:10.033Z,your post are important to me i will follow back christ follower father of 3 husband 40 years to the same beautiful girl even const contr 35 yrs injured and retired love my country working on my ol 79 stepside 1a 2a musicianex actor living in isaiah 2416 gotta keep lookin up,210,229,144
79179,79179,6650933,BaileyRose2100,2024-09-24T14:16:04.732Z,thank you oh lord my one and only man in my life diamond i love you so much,0,7,2
45094,45094,2562645,Mackospectacko,2021-01-10T06:23:31.072Z,theyre real and theyre spectacko,43,205,61
