,Unnamed: 0,id,username,created_at,note,followers_count,following_count,statuses_count
74476,74476,6551364,EndangerdSpecies,2024-01-01T17:45:57.143Z,retired merchant marine,1,16,53
33019,33019,3088523,are_you_awake_too,2021-01-11T12:54:29.594Z,httpsyoutubecomchannelucwdjgy8jgxwa6rfgpglnfgamy group i started httpsgabcomgroups39696you have been lied to you re whole life research and relearn everything align yourself with like minded people prepare read the word praise yah and yeshua,50,79,299
46355,46355,1778501,H4ppy1,2020-11-07T22:32:56.645Z,patriot christian father grandfather 1a 2a conservativemaga kag wwg1wga,878,1011,473
91278,91278,2458535,SnOOpCAT,2021-01-10T02:57:32.197Z,trump and the new nationwide reset 2020 landslide victory,238,377,363
40379,40379,5928113,Tammy245,2022-05-11T00:25:25.390Z,i feel i am a woman of integrity and a family provider i think i am kind in heart and tender of soul i am proud in the quality of what i do and responsible i believe in taking care of a man and treating him as a gift that god meant her to be i also understand that making love is not just a physical act of two bodies two two five five six nine zero seven one eight only the wise,36,247,3
56232,56232,5442646,DoraLiam,2021-10-09T22:09:51.637Z,am from ontario canada christian widow for 4 years mom of 1 i live in toronto and enjoy research technology crafts travel and tour spending time with my daughter im really feeling the need to hang out virtually and physically with likeminded peoplei like to post politics along with serious news and information gracias,172,348,125
19835,19835,4145855,Hernando_1949,2021-01-27T16:52:18.817Z,no soporto la ley del embudo,104,178,389
44103,44103,6099321,Elizabeth165,2022-09-29T19:54:11.708Z,am caring and loving and loyal,6,34,1
44434,44434,4844635,BhuvneshBhuvnesh1234,2021-03-04T13:26:15.287Z,i help people to make money online,24,128,9
94849,94849,2525738,NebraskaNationalist,2021-01-10T05:08:09.551Z,baptist nationalist nebraskan race realist putin respecter,314,581,2372
15206,15206,2348454,rockersden_nyc,2021-01-09T19:32:03.782Z,proud patriot newyorkerfatherhusbandgrandpason of immigrant fathersupport goddonaldtrumpbackthebluemaga1a2aalllivesmatternoracismnomandatoryvaccinestakebackamerica,498,629,6642
142,142,5975159,Torichristlover,2022-06-24T11:48:54.329Z,lover of jesus christmom of marineairman and special needs sontravelling waga patriot,1150,3073,1282
11449,11449,147502,LibtardsAreMentallyInsane,2017-02-23T16:04:55.000Z,venite et tolle easa punk ass gen x anarchistim a racist antisemitist cultist 45 homophobic drumpf conservatard nazi deplorable fascist rethuglican trumpkin trumplican vanilla isis hitler etcetcetcim all those compliments coming from the loony leftat least im not a liberal,1519,2352,17646
8743,8743,3330794,FlowerPowers,2021-01-12T10:42:29.256Z,pres intl monument to honor abused women i am am medium and one of the 144000worked for the dod in gov congressional area prepared cases for parole board worked in bookkeeping accounting many years and 18 months as a jr paralegalmy past lives areisis sister wife of osiriscleopatra vii queen of egyptjoan of arcwihilemine duchess of saganchamberlain for czar peter the greatgertrude bell oriental sec iraqpocahontas,132,392,1610
69145,69145,40398,slogking,2016-10-23T17:31:03.000Z,the only valid censorship of ideas is the right of people not to listen power stewart,219,165,65
101207,101207,1146938,TheClimateRealist,2019-06-29T11:04:24.000Z,it doesnt matter how beautiful your theory is it doesnt matter how smart you are if it doesnt agree with experiment its wrong httpswwwbitchutecomchanneltheclimaterealist,129,26,331
16439,16439,1773156,sirfreaque,2020-11-07T16:02:50.613Z,gab is deadfollow me on blab httpstheblaborgaustrianpainteri have a dream and its not a nigger dreamholocaust for real this timewhite fucking power o,271,443,3233
