,Unnamed: 0,id,username,created_at,note,followers_count,following_count,statuses_count
7135,7135,6213330,wastonkelly,2023-01-19T23:06:24.949Z,i am an american patriot protect the u s constitution the bill of rights the declaration of independencethe most prohuman rights documents ever written with my life,423,764,3952
48778,48778,392951,HTOWNRONNIE,2018-01-22T13:35:08.000Z,fakebook and twitter are full of liberal pos hands down forcing these agendas are criminal i m tired of high taxes just to send it to iran or gender studies in whofuckastan pelosi has bad karma coming for her the fleecing of america alm biden is a dick gavin toocalifornia is going to pot literally maga af veteran recallgavin,2770,2848,204
97742,97742,5669991,RougeMuskovian,2022-01-15T05:25:37.619Z,mistakenly switching one letter in a word can drastically change your point of view,69,21,2530
31556,31556,4010745,PolloLoco,2021-01-22T01:21:09.229Z,hello world,26,30,700
38409,38409,5576082,CatMusto,2021-12-06T16:28:11.879Z,no matter our story we can all try to be better kinder and more helpful because that s what jesus taught,27,29,67
70851,70851,6230948,Deborah4204,2023-02-07T23:04:33.547Z,living my best life,16,101,0
64435,64435,2294880,Tommy442020,2021-01-09T16:02:50.474Z,retired leo gulf war veteran maga kag bluelivesmatter biden is not my president,740,784,7456
87026,87026,2220090,WildmanAZ,2021-01-09T09:12:41.242Z,hitter,907,100,0
6705,6705,1033646,JewsHateTruth,2019-03-11T19:58:58.000Z,pureblood protruth life liberty justice happiness rabbi yosef goyim were born only to serve us without that they have no place in the world while talking to jews trump said we have to get the people of our country to love israel more i have to tell you that trump said i recommend take the vaccines i did it its good take the vaccines bobby fischer iq 187 im hoping a revolution happens in america the jews will get kicked out of power,3943,5060,14264
17338,17338,901572,BedhDitemander,2018-11-26T18:39:48.000Z,im not a bot,510,925,2068
66222,66222,5028488,xipachao,2021-04-14T03:44:21.280Z,xi pa chao is a blog that shares useful information and knowledge in life to bring essential values to people regardless of anyone,5,22,8
21383,21383,6625160,Angryaryan14,2024-07-06T02:28:04.542Z,in the immutable laws of nature are the keys to life order and understandingstrength not weakness maintains peace only when your ready to die have you truly begun to live he who doeth not believe in himself always liethi am the captain of my fate i am the master of my soul 1488,22,36,134
90493,90493,70451,Altair,2016-11-20T23:32:07.000Z,western civilization,314,36,2198
12813,12813,1439910,DianaPrinceUSA,2020-04-09T05:45:12.017Z,wonder women darktolight modus operandi panic in dchollywood | marthas vineyard painiscoming good vs evil godwins reposts do not equal endorsements,1097,1707,20214
10726,10726,5555905,Battleready011,2021-11-27T23:03:18.134Z,httpstmemainegir102371,286,132,55853
51107,51107,5771409,George_Orwell_Jr,2022-02-16T18:06:51.153Z,the uniparty tells us to isolate medicate and trust the media promoted consensus the truth has become a mailable abstraction supporting the government s selfish desires friends and family must be avoided if they can t self censor their petty concerns we live vicariously through film and television we deny our own eyes and ears and keep our heads down on our mobile devices we blindly follow the path leading us to the cliff,147,168,1083
