,Unnamed: 0,id,username,created_at,note,followers_count,following_count,statuses_count
50055,50055,1626129,SlickWillie864,2020-09-02T23:06:51.323Z,l i b e r t y nothing less,12,24,7
60832,60832,400970,sbaisch,2018-02-05T16:30:31.000Z,all censorships exist to prevent anyone from challenging current conceptions and existing institutions george bernard shaw,20,78,61
53242,53242,658625,Michaelthegood,2018-08-24T23:57:33.000Z,husband father christian exmarine gardener,6,18,88
83817,83817,3979,GetClearWedge,2016-08-26T07:30:33.000Z,i cant do any more good back there sorry,542,71,0
18121,18121,1858490,Glsssdoor,2020-11-11T14:29:49.545Z,american first army infantry appalachian trail maintainers took an oath to defend this country its still in effect trumper,166,283,160
61715,61715,6133024,stephaniemayes2994,2022-10-31T15:42:37.857Z,text me on whatsapp +1 352 877 6284,6,93,0
25287,25287,893069,RataeiSantos,2018-11-23T04:55:55.000Z,say it out loud im white and im proud,468,860,2016
61880,61880,3793824,Kipjacot,2021-01-16T19:32:40.332Z,fun loving dad of three and three steps sick to my stomach where this country is headed,808,1010,6347
80996,80996,5396637,Christianrevivalnow,2021-09-26T17:46:16.897Z,liberty or death,0,13,10
72077,72077,6387949,Marlene37,2023-07-13T03:33:25.292Z,is my single looking for new friends around herenote no cash app no sell porn no naked,4,13,13
59908,59908,2100192,Wonderland1776,2021-01-07T22:46:42.502Z,unapologetically pro god pro life pro trump maga forever ifbap downtherabbithole ncswic throughthelookingglass,493,638,832
97190,97190,1044169,jarlej,2019-03-14T13:46:20.000Z,editor of riksavisenno christian dissident monitor news magazine,18,10,8
53299,53299,90919,xvart,2016-11-27T06:03:24.000Z,there was times when people would burn books because they didnt like what people were doing michael berrymani hope this symbol annoys people so i can identify the intellectually vapid,929,140,60350
36811,36811,5564604,AnyanaKai,2021-12-01T18:59:19.116Z,anyana kai is an independent native american church and wellness facility at anyanakai we embrace the bodys ability to heal by employing the wisdom of the native people along with some new technologies we honor the bodys innate wisdom to heal we promote personal responsibility for your health and all areas of you life we are here to assist the healing process of the planet and all life on it in every way we can we look forward to working with others to help create a better world for al,87,69,452
1297,1297,6160109,MirarikaBoom12,2022-11-24T10:25:36.964Z,what goes around always comes around mind how you treat people gods lives among us never say no when it means yes tikitaka is a game of success crypto lover,183,435,192
88542,88542,332600,blakewolfman,2017-12-06T19:40:14.000Z,all censorships exist to prevent anyone from challenging current conceptions and existing institutions george bernard shaw,129,91,59
65139,65139,6299811,singlemindedmusic,2023-04-16T03:08:09.136Z,singleminded music is a website designed to cater to music enthusiasts of all levelshttpswwwsinglemindedmusiccom,5,13,14
91156,91156,5315229,Piper1107,2021-08-25T17:44:36.107Z,save the constitution end the fed and the unreposts are not endorsements or supportdraw your own conclusionsthis account is for entertainment and parody only any other use of this information is not grantedno dms,377,379,6349
73649,73649,2024498,Summerlin,2020-12-24T19:53:52.295Z,being deeply loved by someone gives you strength while loving someone deeply gives you courage lao tzu night sky gazertwitter shilo1949truthsocial shilo1949las vegas,303,647,1779
