,Unnamed: 0,id,username,created_at,note,followers_count,following_count,statuses_count
13549,13549,3263841,ryanbryant74,2021-01-12T01:12:30.464Z,reformed christian father and grandfather homesteader pattern noticer and hyper aware of the jq,160,661,76
51971,51971,2238753,JaneSimkins,2021-01-09T12:20:46.931Z,kbfno vaccine passportsbrexit supportdemocracy supporterfact checkers didn t exist until the truth started to come out isnt that a factnow banned from twitter,273,353,920
45203,45203,169745,Corbacho77,2017-05-09T17:06:02.000Z,bio goes here,11,14,119
60549,60549,304836,Brittcams,2017-11-16T02:24:06.000Z,happily married xtian manloves jesus his wife kids the usa proud legal immigrant nra 1a 2a patriot conservative,680,1158,583
49161,49161,3720809,kowhite1958,2021-01-15T13:20:36.925Z,christian conservative believer in the constitution and limited government god bless america,1292,295,11428
93467,93467,4719854,MayorHeavyHand,2021-02-23T17:26:06.645Z,america first movement i am here to support the ppl seeking and telling truth jesus is the wayyou put love into god and he will put love in your heartgods way is simple people are complicated,243,350,1727
96008,96008,56697,lyman,2016-11-16T20:10:56.000Z,i have hidden your word in my heart that i might not sin against you psalm 11911,827,101,7945
53558,53558,3484740,Bigbear4586,2021-01-13T03:54:56.985Z,yahovah is almighty yashua jesus is the prince of peace i love my wife kids and family i love my country and support donald trump a 100 my name is brandon,149,243,476
77937,77937,993405,Cheshire_griN,2019-02-28T16:18:44.000Z,the proper order of things is often a mystery to me however i believe not all who wander are lost also i would like to politely remind you that in fact i am not crazy my reality is just different from yours meow,133,155,4130
16638,16638,982553,Erikallan,2019-02-26T23:14:31.000Z,censorship is the tool of those who have the need to hide actualities from themselves and from others charles bukowski,1149,3454,501
76901,76901,5558131,Angie300,2021-11-29T07:37:07.412Z,single with no kids,112,173,1
99767,99767,268132,jamesowen,2017-09-10T19:53:05.000Z,confederate ideology has stood the test of time because it is closer to the truth than yankee ideology,25,10,101
17439,17439,6016866,Bj_Labre1,2022-08-03T09:24:01.099Z,~ pray hope and don t worry ~ st padre pio,50,203,7
62585,62585,4132882,JohnVorva,2021-01-26T23:46:43.147Z,hold the line dont fire till you see the needles of their syringes the republic fell february 21 1871 they closed our restaurants they closed our liberty they foreclosed on our home and life they foreclosed on the declaration of independence they closed our constitution take back our freedom or be a slave taxation without representation revolt against the swamps actions colonists,472,547,3944
75994,75994,5758989,Shlomonigberg,2022-02-12T05:45:25.203Z,professional noticer,4,43,19
6774,6774,6606984,Mehanjohson2,2024-04-26T01:52:53.440Z,fashion tech lifestyle,2,113,9
10434,10434,2591186,KeithLaney,2021-01-10T07:47:48.945Z,patriot 1a 2a fafojesus savesmarsmoon imaging specialistcopper master artist author musicianhttpsthehiddenmissioncomhttpsthehiddenmissioncomforumkeithlaney on parlerhklaney on gettrjoin lunar anomalies and planetary odditieshttpsgabcomgroups23982mors ad omnes tyranni,3163,3493,5595
80198,80198,475475,treuerwolf,2018-04-01T17:48:56.000Z,censorship is the tool of those who have the need to hide actualities from themselves and from others charles bukowski,28,126,739
48314,48314,727979,BAmerican,2018-09-12T22:24:05.000Z,we pass each other in the street we live in the same neighborhoods we stand in line in the stores we sit rows apart in church america s soldiers we the people a ghost army of believers in christ patriots civil servants people in america s workforce business owners tradesmen all ready to have your back and stand with you we are all around you hidden in the open and ready to fight for you and by your side we are ghost american,920,1072,2303
70693,70693,3370841,DeclanUK,2021-01-12T15:36:32.897Z,i produce music i don t follow biden supporters they can fuck off jabbydodger on gettr,393,265,4755
29766,29766,455283,WyomingBound,2018-03-21T21:39:50.000Z,there was times when people would burn books because they didnt like what people were doing michael berryman,644,1787,3
31060,31060,429242,SlabBulkHead,2018-03-03T09:42:53.000Z,what is freedom of expression without the freedom to offend it ceases to exist salman rushdie,0,43,1
48571,48571,422569,Brad55,2018-03-01T19:38:14.000Z,100redneck,819,1463,507
101857,101857,116784,JokesOfTheDay,2016-12-10T19:29:06.000Z,funny jokes memes,80,1,26
12507,12507,4937489,Rebel_Rose1213,2021-03-26T19:03:04.115Z,i still america happily married and dont answer hello dms from men so dont waste your time wwg1wga never give up the fight for freedom,2438,2156,40045
42454,42454,420359,Debbiefish,2018-03-01T06:44:54.000Z,what is freedom of expression without the freedom to offend it ceases to exist salman rushdie,53,50,2
