,Unnamed: 0,id,username,created_at,note,followers_count,following_count,statuses_count
6817,6817,6022914,Bouriac,2022-08-08T17:37:23.590Z,god bless,56,276,97
59835,59835,4178009,Iflyaway29,2021-01-29T20:20:56.093Z,president trump is still my president fjb,1040,1146,38638
16830,16830,3226020,Michelleb0814,2021-01-11T21:09:07.983Z,loving child of god mother wife and patriot,333,387,2927
89393,89393,2558853,redneckerfetz,2021-01-10T06:13:46.213Z,love the people who treat you right forgive the ones who don t and believe that everything happens for a reason if you get a chance take it if it changes your life let it nobody said it d be easy they just promised it would be worth it dr seusshow many coincidences before mathematically impossible it is about the children god speaks to us clearly in his word and i struggle to meet his ways pray we all can run a proper race,651,17,5080
18805,18805,1226907,Ksprasli,2019-08-06T20:14:21.031Z,conservative constitutionalist digital warrior maga kag 1a 2a wearethestorm prolife factsoverfear nomask novaccine savethechildren patriot digitalsolider truthseeker wwg1wga,831,1311,3101
35607,35607,5865635,Kirbyfayesusan38,2022-03-26T15:31:25.503Z,i m good christian and with a great heart i was banned from twitter not quite long,10,74,2
26032,26032,905883,rudtnyet,2018-11-27T19:11:47.000Z,what is freedom of expression without the freedom to offend it ceases to exist salman rushdie,502,869,2067
68486,68486,5975034,Tina5050,2022-06-24T10:04:31.145Z,dont mistake my kindness for weakness i am kind to everyone however if you are unkind to me weakness is not what your memory of me will beal capone,44,118,2
41869,41869,74832,Dinelle_Fuller,2016-11-21T17:02:36.000Z,patriot fangirl 1a 2a san diego ca usa christian conservative maga adam baldwin,815,908,54
62146,62146,727988,Mooree,2018-09-12T22:27:03.000Z,censorship is telling a man he cant have a steak just because a baby cant chew it mark twain,32,124,12
91343,91343,1764909,BibiBarnhill,2020-11-06T18:17:33.006Z,what if jesus had never been born we wouldnt be able to stand it he changed the world hes alive and he himself will meet us in the air very soon maranatha,87,3,763
9106,9106,4852784,RevealedEye,2021-03-07T08:05:00.550Z,i upload post on my telegram regularly join my telegram channel httpstmerevealedeye,4920,6771,191
71997,71997,4169248,Johnie75,2021-01-29T02:29:17.949Z,trump is my president for eternity no one will ever even come close to the things this real man has done for america,322,440,1632
2917,2917,2209827,Running_Rogue,2021-01-09T07:21:08.656Z,psalm 4610 be still and know that i am god i will be exalted among the heathen i will be exalted in the earthwwg1wgai believe in gun controlwithout it you fail to hit the intended targetmy existence is dependent upon my freedom should i lose my freedom i will most likely die fighting to regain itfedo your research and understand your missionmisdisinformation = truthliberalism is toxic ~ifbap~,2199,3507,5063
21604,21604,6248346,Kenziemadisonxoofficia,2023-02-24T09:34:13.320Z,,85,345,14
23617,23617,265804,Nomesane17,2017-09-08T23:44:12.000Z,sometimes people dont want to hear the truth because they dont want their illusions destroyed friedrich nietzsche,906,225,77602
80353,80353,6336374,SandyWalk23,2023-05-24T08:30:58.736Z,i am a qualified psychiatrist with five years of experience effectively treating patients with a wide range of conditions including ptsd major,0,10,1
40393,40393,6432601,Eveangel5,2023-08-26T04:09:26.180Z,add me my whatsapp nambr +1 3864798384,2,22,1
70605,70605,567898,MarkGubuan,2018-08-07T08:12:28.000Z,the question isnt who is going to let me its who is going to stop me atlas shrugged,7,195,18
3163,3163,5605624,NewYorkCitizensAuditNews,2021-12-17T14:52:51.774Z,ny citizens audit is a volunteer based group httpsauditnycomvisit our rumble channelnew york citizens audit httpsrumblecomvvciynnycitizensauditreporthighlightslongislandfeb1122html,3724,6894,8561
56014,56014,83704,1225rail,2016-11-23T04:02:55.000Z,retired thank god,1201,1248,1289
23165,23165,6053577,Theweeklytrader,2022-08-28T23:48:48.604Z,1 stock trading community also an account manager with a track record making up to 8085 roi dm me trader to learn and earn,3,162,4
39050,39050,979090,DerGegenspieler,2019-01-30T12:13:32.000Z,+ pro +ib= +,15,38,5
